video_id,local_path,attack_raw,protocol_name,protocol_lists,protocol_max_repeats,candidate_subject_id,mapping_source,mapping_source_commit,mapping_rule,confidence_class,notes
Live/Live_113.avi,Live/Live_113.avi,,Live_113,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_114.avi,Live/Live_114.avi,,Live_114,testlist_live;train_B_spoof,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_115.avi,Live/Live_115.avi,,Live_115,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_116.avi,Live/Live_116.avi,,Live_116,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_117.avi,Live/Live_117.avi,,Live_117,test_A_pretrain;testlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_118.avi,Live/Live_118.avi,,Live_118,test_B_spoof;test_C_race;test_D_age;test_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_119.avi,Live/Live_119.avi,,Live_119,train_B_spoof;train_D_age;train_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_12.mov,Live/Live_12.mov,,Live_12,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_120.avi,Live/Live_120.avi,,Live_120,train_B_spoof;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_121.avi,Live/Live_121.avi,,Live_121,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_122.avi,Live/Live_122.avi,,Live_122,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_123.avi,Live/Live_123.avi,,Live_123,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_124.avi,Live/Live_124.avi,,Live_124,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_125.avi,Live/Live_125.avi,,Live_125,testlist_live;train_B_spoof,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_126.avi,Live/Live_126.avi,,Live_126,train_B_spoof;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_127.avi,Live/Live_127.avi,,Live_127,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_128.avi,Live/Live_128.avi,,Live_128,test_A_pretrain;testlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_129.avi,Live/Live_129.avi,,Live_129,train_B_spoof;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_13.mov,Live/Live_13.mov,,Live_13,train_D_age;train_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_130.avi,Live/Live_130.avi,,Live_130,testlist_live;train_B_spoof,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_131.avi,Live/Live_131.avi,,Live_131,train_B_spoof;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_132.avi,Live/Live_132.avi,,Live_132,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_133.avi,Live/Live_133.avi,,Live_133,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_134.avi,Live/Live_134.avi,,Live_134,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_135.avi,Live/Live_135.avi,,Live_135,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_136.avi,Live/Live_136.avi,,Live_136,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_137.avi,Live/Live_137.avi,,Live_137,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_138.avi,Live/Live_138.avi,,Live_138,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_139.avi,Live/Live_139.avi,,Live_139,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_14.mov,Live/Live_14.mov,,Live_14,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_140.avi,Live/Live_140.avi,,Live_140,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_141.avi,Live/Live_141.avi,,Live_141,testlist_live;train_B_spoof,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_142.avi,Live/Live_142.avi,,Live_142,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_143.avi,Live/Live_143.avi,,Live_143,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_144.avi,Live/Live_144.avi,,Live_144,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_145.avi,Live/Live_145.avi,,Live_145,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_146.avi,Live/Live_146.avi,,Live_146,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_147.avi,Live/Live_147.avi,,Live_147,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_148.avi,Live/Live_148.avi,,Live_148,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_149.avi,Live/Live_149.avi,,Live_149,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_15.mov,Live/Live_15.mov,,Live_15,test_A_pretrain;testlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_150.avi,Live/Live_150.avi,,Live_150,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_151.avi,Live/Live_151.avi,,Live_151,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_152.avi,Live/Live_152.avi,,Live_152,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_153.avi,Live/Live_153.avi,,Live_153,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_154.avi,Live/Live_154.avi,,Live_154,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_155.avi,Live/Live_155.avi,,Live_155,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_156.avi,Live/Live_156.avi,,Live_156,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_157.avi,Live/Live_157.avi,,Live_157,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_158.avi,Live/Live_158.avi,,Live_158,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_159.avi,Live/Live_159.avi,,Live_159,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_16.mov,Live/Live_16.mov,,Live_16,test_B_spoof;test_D_age;test_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_160.avi,Live/Live_160.avi,,Live_160,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_161.avi,Live/Live_161.avi,,Live_161,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_162.avi,Live/Live_162.avi,,Live_162,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_163.avi,Live/Live_163.avi,,Live_163,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_164.avi,Live/Live_164.avi,,Live_164,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_165.avi,Live/Live_165.avi,,Live_165,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_166.avi,Live/Live_166.avi,,Live_166,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_167.avi,Live/Live_167.avi,,Live_167,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_168.avi,Live/Live_168.avi,,Live_168,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_169.avi,Live/Live_169.avi,,Live_169,test_A_pretrain;testlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_17.mov,Live/Live_17.mov,,Live_17,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_170.avi,Live/Live_170.avi,,Live_170,test_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_171.avi,Live/Live_171.avi,,Live_171,testlist_live;train_D_age;train_E_ill,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_172.avi,Live/Live_172.avi,,Live_172,train_D_age;train_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_173.avi,Live/Live_173.avi,,Live_173,train_C_race;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_174.avi,Live/Live_174.avi,,Live_174,testlist_live;train_C_race,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_175.avi,Live/Live_175.avi,,Live_175,train_C_race;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_176.avi,Live/Live_176.avi,,Live_176,train_C_race;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_177.avi,Live/Live_177.avi,,Live_177,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_178.avi,Live/Live_178.avi,,Live_178,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_179.avi,Live/Live_179.avi,,Live_179,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_18.mov,Live/Live_18.mov,,Live_18,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_180.avi,Live/Live_180.avi,,Live_180,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_181.avi,Live/Live_181.avi,,Live_181,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_182.avi,Live/Live_182.avi,,Live_182,testlist_live;train_B_spoof;train_C_race;train_D_age;train_E_ill,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_183.avi,Live/Live_183.avi,,Live_183,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_184.avi,Live/Live_184.avi,,Live_184,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_185.avi,Live/Live_185.avi,,Live_185,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_186.avi,Live/Live_186.avi,,Live_186,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_187.avi,Live/Live_187.avi,,Live_187,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_188.avi,Live/Live_188.avi,,Live_188,testlist_live;train_A_pretrain,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_189.avi,Live/Live_189.avi,,Live_189,train_A_pretrain;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_19.mov,Live/Live_19.mov,,Live_19,train_D_age;train_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_190.avi,Live/Live_190.avi,,Live_190,testlist_live;train_B_spoof;train_C_race;train_D_age;train_E_ill,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
Live/Live_191.avi,Live/Live_191.avi,,Live_191,train_B_spoof;train_C_race;train_D_age;train_E_ill;trainlist_live,1,,none,8667dbcd316b38141729c057adf7517fe0602608,no official source maps a video to a person identity,NO_EVIDENCE,"protocol name = video stem (preprocessing.py L31, config_siwm.py L162-176); not a person id"
