split,dataset,pair_id,source_spoof_id,eligible_count,eligible_ids_sha256,selected_count,selected_ids_sha256,winner_target_id,winner_in_selected,winner_d_pair
TRAIN,casia_fasd,PTR000809,4ef701d7159f8ccaa64bca21f35f17971194e2ccef42140b9c0ac5470f037bfc,816,597785f7a0f34d57422a881a9846c251c46fec5057fc0cb0a5bd47ec277b0864,64,18393db0f87e740cf4c7986ca1dfad794fd3ba818d64cd43836e1b625619b993,164a732d5b089b98193d121acd409e3fb219785e6a8a41cad556903a0dde86b7,True,0.4031893649926545
TRAIN,casia_fasd,PTR000024,01ade3fde43e553c03c5f1ea779c7468abbd33c416ba874af9587726d54192f8,816,a3df0b1fd8c4cf918510e813a2d18c902f38c8205667bb50c1150971d8d8ebd8,64,07f7bebe8edf09384920a1f71f2e33d1adca6ac605656c60ffd26195f9d7d259,9b45b75dff9e322d0d595c7161ad415b23d01eddf2f0958c07eec47da9096559,True,0.2700286196896818
TRAIN,casia_fasd,PTR001939,c21a25262dc9c4ec805a1133d554284a456b46eba1d44cf3a2cf6c0025696358,816,365da221c4c0000b3f5234ec7bf1edc09e2f803936e78789491efbd37688edf2,64,af1f3bf3668366f66f9a67c4f43d6142a326fdd4772135f63cf03902e07f42c1,1c725078e9bcc32248e0409978ca595cda375e04a6f2c352758ca8425dd1e6a8,True,0.14999028653167423
TRAIN,casia_fasd,PTR001150,73289a700652e886bcf2fab18d06a13b4f5296bf28ed3fb82ec2003650cd6dc5,816,3755d01f75511d88902ca6309f07d7106b53f61a3471b5cb42a1f4b0954b523f,64,b0bac4fc2dcb0f023903720998bbbf2fad3d5eddd3433fb4e2184fdfd32a5537,7e55126a5a40bd449fe8be0b19cd95c8ff9430e9ad0cdaea0bca987606d7469f,True,0.30369028067038795
TRAIN,casia_fasd,PTR002414,f48900ae482ab62cc0ad937f7c98d67c44bc2858c88e3be6621bae396f0422d7,816,a57e31b79e2eeb3faf891ae50b32e887fff5b56bd4315dfbd2e3e8ea5e5cb2dc,64,9a292d0684835ba39a3aa9e85ca8900e6977cebb388fd4728b93c5d751da73a7,bbb2bd13709c56ad8ff86e877245f976508b6aa5b7a6fdf2f9c9dbf7b1cab229,True,0.10305450758404527
TRAIN,casia_fasd,PTR001129,71ae5579547c9b8ec887f442b56e662d1d2ef92848392cf082c67340937ecbd0,816,3755d01f75511d88902ca6309f07d7106b53f61a3471b5cb42a1f4b0954b523f,64,92fc19879c018a0055411478c32566b005ce3b01e6478d7152fe266cd28c506f,dee5a79eefe143559598f79e7f42bca53c2eb36a715b7b7f80182c02a034c031,True,0.41752560691958196
TRAIN,casia_fasd,PTR002327,eb9e53d5cd97d759dda359b591fe7b19d0e22b5041974329e37a6edb5f816dde,816,f50f7822c493dfc85c1bded4843a08123c0c156b911c3214d98642c34dfc4deb,64,ed0a410cdecbda82f303e77f025a4de72ac785608fdcb6aa1145a238417b263d,3b44e2b04dd67803724e49e9efcb82140874f34a970b488f21479b9e277380e4,True,0.22671035991660954
TRAIN,casia_fasd,PTR000576,38e396846051d910554502cc704f36bec690658f1e8d41f03067eedf492e62df,816,45094a071a13d3fac82d0214178134ae309e353525eea259ea6259118fee4ef3,64,d2e85c68e735fa6ee08e40de12a5a8d3db33b1bf7bc8eff263dc1958c5d1647c,14507d9b9c8683c297c977403017d6269098dc08df760dd569ac23548a50428f,True,0.11277304606857466
TRAIN,casia_fasd,PTR000259,17ae92ceb9f9f67a3a94ec5960a0ce8ed4c7c4dd3ed487d9432e40b848c47808,816,a3df0b1fd8c4cf918510e813a2d18c902f38c8205667bb50c1150971d8d8ebd8,64,a320ff02a806a2cdbb995a5bb6312bda87288c1e5dbb0f26ea58582b1bdfeb5f,3e9f9a4c8f6e15a25cd2f29f12bdfd9e0372e21b69fa98e04b4d5064fcea1efa,True,0.22997755524418886
TRAIN,casia_fasd,PTR000096,09a3a6bd5c88cb656bd87e47dc737d14d594575702e721e1fba40e4ae966cc30,816,32958b8e259b7a0ccefe44e1348178f34e606612500692f204ea0087c1714153,64,98fadfa8290237c836068ccdbd2a19607565d6402d45c6fd6b5d5e10aca019f2,4b722de983c2a116ae37cf8fa83675dc7f8e740c021904d3cf658617baa15001,True,0.35507129120549774
TRAIN,casia_fasd,PTR000595,3afac69bfb34924bd6416cf61b8a7952f9da3dbbd8676aeff0cfcf8f0b47fad1,816,a57e31b79e2eeb3faf891ae50b32e887fff5b56bd4315dfbd2e3e8ea5e5cb2dc,64,726604e41e25807c40c6c43ef418bed3140122a50b500be7e47a00df609d55fc,b2e1617905cc9fd05be166789f69ba345ee3a954e466d2c6dc7a545fd81c595c,True,0.15731020069459584
TRAIN,casia_fasd,PTR000386,257f590bf537016106441e07c09705eed867e4a75fc9bd7eb75665d920bbaffe,816,a57e31b79e2eeb3faf891ae50b32e887fff5b56bd4315dfbd2e3e8ea5e5cb2dc,64,c7d34dc8e8d99afde92ee1601b9020fd8760e936791211755e2d39674ec8a328,c1be164be5c58a53087e0318456b869364f61c7f3c93d21fede5c1639e7f1d51,True,0.22408856183695974
TRAIN,casia_fasd,PTR001745,aeaa926333f82d9825cb37fd2a0ffad4832a21b4a3c21481a261e47798b6a92c,816,f50f7822c493dfc85c1bded4843a08123c0c156b911c3214d98642c34dfc4deb,64,3232fce29361fbd6810a176c4b0b65cb9beab87bcaa0474f796deaec9f4d463b,a242ef241472ba612817ca2fdac35934d5346eef864497d73d52ffe707d2e9f4,True,0.5086476845644207
TRAIN,casia_fasd,PTR000482,2eddda747acaacb8b71e912f6b10b4157f90ff7632d5d02b4afc8a8cc5c937f7,816,348d0540fe11e3145415627da858d75d2662fb07f9b676a9abb08096e19000aa,64,dd7c06c3c23db30a5f6a4231940f386266e8d7f50282c49ae69aa73f33ec3b88,97a4c85dff84dd7401e0abc9f1cf225f230625643c222c9367a69ddfd9503046,True,0.4442823776442163
TRAIN,casia_fasd,PTR000689,4347b9c2fbddaf786b92499753bc8a214673f50c8c7b118f4e2eddcb5bfd5027,816,2a921201d38193aae95b4d0809429ec6c96dd66d88ab89f753e5a9f8f007b29e,64,9be198cc370d7a9ddcb88a9e32fd88177af00866e47083a3e15ee7a83b8d5bc3,45d2761b120126522b83a9e2e36b97e2c55d5a05cf29e6894cf0fddc78bba80e,True,0.39604333090357274
TRAIN,msu_mfsd,PTR003447,c05529f4c408551bafcf6674dad298b2f17bc2f6c7a5eadc407847ab555e3e88,384,5637b4a4a085a3620a5ee0ff2fd38f632e797d9bce001dc93297b64baaa64464,64,2d263c65a3844d7ebcf231833b2e243906c02144b36e7f478e504049c5a7093d,591013c2188ba15c2ac22fc1cb4b807b4dbe124bd93f7ce5819ddf79e412afba,True,0.6610119513606942
TRAIN,msu_mfsd,PTR003234,979b5bce4f99a26f52c7ee329d68c49f1866b9d26bce03acb83a4f7689f13291,384,8bda3c6945ba35105aea322126ddd59e8df079d694c42663392a36e655b98048,64,4689aa8820960ac5fa6d08201c0b8256edb5ac61ffc79054fdd74095c6150a7a,3ca6be1ac74353398932b8727edaf9f2cf6806a63a5c09d8f7b95079783a08ae,True,0.3571743092911371
TRAIN,msu_mfsd,PTR003546,d63962d394095dfa2daf75d9b350f990ca8bfd2b727358f6038d65ad44553729,384,314cd3027116d7f5c9e3d11ef5d89c8bc1051c5ee465b8708a6b4b40437d284a,64,de9eb5818cabaa96c37e67bd8b4fa59ef000eb8b7bd8a8b35ac26bb6441154d8,769be96791b00c101c5677f2266b5f9267956e7cd8052aac4687113eff83e02c,True,0.48123946010285773
TRAIN,msu_mfsd,PTR002929,52e63ffe811ca4290fe0884479cd247de61bcbab5ad4fde7655c7c33602be77b,384,95f51a79b9b82b8a36b050d757b8615ae7c0a451b0b69936a8c024cf7056afbf,64,28234957207afc4ed60bc8fef9ae007fac903ddee1a812564c88f0990c6da39a,5fe405953e7b36cabaa06c09f53bf6984a088e0950f51dcc47020d32f8e7930f,True,0.2765363735125431
TRAIN,msu_mfsd,PTR003377,b418ee05480866d94d07ab309bf36c4943ff3df20b572685013fc070d8466576,384,040d2d0da17f83261141affe05b8aba5b193603c43dc9864353068cd41acc183,64,f1a44523ce4b31ca78e1fedc9f9655f4bd267a93a15fe3130e470533e8bd57b6,455129a73d58e2b28be390c3100ff763e87ce109100044fde32ec11169b91e9d,True,0.3459362089158099
TRAIN,msu_mfsd,PTR003549,d6fd2578f3acad279ff94a1f5076aa37f007cbaf3548eb93da17a88cd980169a,384,36bdb4c7b68e3d96d1e3952e11a5c40a06181d42941998673a805ca2d520c161,64,5e8844b73b7aebea11d29dacd2ac0f901a9ca09eab3209cdd82be1414fdebf77,d2b21b7be802d93dba0f71833262cd399444a525bfc20da6d892cf07dcfab5ca,True,0.3634047742768793
TRAIN,msu_mfsd,PTR002953,59c511745a9f7621312e25c4c51bab3d7f4bf9fd387d2f3782436dc608626f80,384,03d8febee7ba0b697cfc99972ab7aa8b829a68715fa2d1ed4fbb7994b5555751,64,e937042f9fbd2cc1494bf373f8e39aa0e98f0609a1e9d39b29a58b41118dd8ea,41c6c5912851e7549068ace2ac4179e2e40c138813d07863360a1ea85988e0ba,True,0.3521621786947632
TRAIN,msu_mfsd,PTR002999,627c92ba7e9b7e4427cabb4f4a782cb661716ea96d5bbdf6b28abe58cd7a5728,384,1fe9e8564b049d635ca78f6e6e96911d9bcd1cfd6f8a209e0e1f62013ca9ed90,64,7bf2dcd1c41b79c87897efaf42240e8a6f70563fce54fbd3839eb8cc8b7318cf,e33af263ec5f5068773b80e1a5a72e56afe3bac2de68a14a30873e03656106d8,True,0.6544982580316978
TRAIN,msu_mfsd,PTR003594,e1cb0d941b6dca76b5ddf2ecf10633662cb82c422610f748c3ce21a5a030cc7a,384,8fbd3bfd1e82c06c7e85a010929623249c8abf46fcea7c1dbcbf2a7db2123c2f,64,47ec15668a4813d5faad8c7c38773ae488995d05f21eaf8e8725958ed6b82172,f25da02af8dfe63bd81d6cc1c0a833f3c5bd8796c75bcd065d9fba6300c896aa,True,0.45145266794014716
TRAIN,msu_mfsd,PTR003540,d509f81bd8bcd0958361ece24a288a95805354ce64fdd1969229a1ebefc47101,384,8bda3c6945ba35105aea322126ddd59e8df079d694c42663392a36e655b98048,64,774cec50d105e766a116b8ec153040e0033a15672d2d7f59d0dfdb6edde7c8f4,558747a220b2c6085633817eb1c60544396c7ee62dbb7977d7b56f075b3853fe,True,0.46099118745453876
TRAIN,msu_mfsd,PTR003485,cb159c227ae46a03fa316fdebb9d48ca86256d418abca792de28798389ed956e,384,040d2d0da17f83261141affe05b8aba5b193603c43dc9864353068cd41acc183,64,53258212fc51b10955d06665acaaafce634c36184d9cf8ae3347bc1118f7fe81,a2a7ab53f145120955fc7c565c303dfcba97cf8bacdb5831a711fa600c9636e3,True,0.2500549897946673
TRAIN,msu_mfsd,PTR003374,b3c2022e15a85217548142f7bf9200c6472dfb7cb7b02f2af82989bc26ab8003,384,03d8febee7ba0b697cfc99972ab7aa8b829a68715fa2d1ed4fbb7994b5555751,64,27b3acd6d422f0d5f55201dfad8717d4a413fbad145a86a65176aab4241919d6,dc0568d82a3b650876d007b94440346b16bbeb5117088aa53efac43f2f53b7c9,True,0.3773639336289243
TRAIN,msu_mfsd,PTR003596,e2dd278f66a44316b27f0e694fcb656ce6d5223305d2dcd269e31ff4649ab767,384,91949af1689772d6fab6e5452f892947395c249d614e8662f7ac2384b8d9eeda,64,7413bc35a6e786aeb785f034c56078f99d4bbc8d0eb2bac002fcbf78080efe9a,f6a4f3d06563c42edeb1ddb87132f7a21d11d288ab2606e36afe64effa35f5ae,True,0.3157547817454183
TRAIN,msu_mfsd,PTR003498,ce1d957747a3b329de7b96ed3d36ad100c0b6bcc34925e6ec1c1e9590f9ce3d5,384,eaf76ed24a8663cfaf14ee684cda0ae8a430283c55341d4a68737ce1e9c15c94,64,6b34ebb1ed9caeaf5e253e97b1df0ef1d922db628a614c912cf8a57b8405ad83,1f6cc0e82139c1ac19016fbc8f3d4606ea8541c5951b376c25dd82ee19cb56f0,True,0.4841116386524551
TRAIN,msu_mfsd,PTR002741,2d3aefafa0edbb09dcba80892b77c4f68d5fb7f9c02c9685946bdb28c844bd0e,384,8bda3c6945ba35105aea322126ddd59e8df079d694c42663392a36e655b98048,64,40dedc1c4c079f99df4268c02c925153eff58892a73fa4ac28e22b40f406a9b3,0840b504268480bdf500e9c4ad0c3ee233a24597d0a6b7a4ec47d4a1e1537183,True,0.2119031867667855
TRAIN,msu_mfsd,PTR003561,d94390640e007b321dc04460cbef5feb96588a5d05b4879b6a7860f9a6d3ce5d,384,8c668b3230d06540f93f9731458408386f3c62eab2662d220f80fa622e95c442,64,fd48342290675bdbe94cd3f03d1c9291b0861435e75c5ccef67bc845c18ba7c2,787dd6b79c5b641723bce9660d09d2ac9a43667fe5d521397c912754071656ed,True,0.7919756852459032
TRAIN,msu_mfsd,PTR002959,5b1a66a122ea838ed2d2535445ee1ab61ba92b2a56daa71fa7dc4383b1948262,384,689ee2d3daae08481d667cd79c9bb98a9bd29dcfe361b54455f2af1b60e42352,64,9c59a85a0709b4ccc7c0b0cce56317c7ad9c0f793ce50ac6804bb566ce6ce12e,558747a220b2c6085633817eb1c60544396c7ee62dbb7977d7b56f075b3853fe,True,0.75660900297961
TRAIN,msu_mfsd,PTR003622,ea034c4fb44814fe3168132401b0f74fa0c229d68b0d626d38e0fed0776af40f,384,eaf76ed24a8663cfaf14ee684cda0ae8a430283c55341d4a68737ce1e9c15c94,64,433eb7509612fc699259634a63ca38a7a63a0618f88d74ff8af3b9c27f243c74,beb7cf82053a2ab87cb1c1c23a583041e53e9c33812cd2c805fbabee4113403f,True,0.39149974993758335
TRAIN,msu_mfsd,PTR003366,b2b9cf8ef7ed74685031b7fc48d344e29b105463a7ae6237bf6473bd38126ee1,384,d4b15dccbfb5d7b7d95b2b73ae7920796abee1a7ee7a445d6d86702db9ccd23b,64,2c2c5ac71b937d4e743ff8814024b09482c5a71feeb542ceeaa585703b2b80a7,b3bd815ae38f39edd245bfba3eff5ddc44c9da6953fd61586156a86fedc0fe8e,True,0.4462337142175107
TRAIN,msu_mfsd,PTR003638,ed9b8f998d43ffeec02302ff1ce1ebc734e114c894fe663d272182801a27d211,384,f5fa7d6a4df415baac0f5387de905b2fac8471cadb558e6f55ab173b3407e62a,64,602cd9482dc61c5621214715d9a476d4d1a302877dde0c12535cbf0d3b69d800,9c2991e4d74dd9aa43242e5e907c91066d817e624b5ce9c460fcdd9b72f01c3c,True,0.7962798641200474
TRAIN,msu_mfsd,PTR002538,0552e9b1964960dc23f2d81455c14af1087a8b1c27092efcb651b40ff1ef3cb4,384,314cd3027116d7f5c9e3d11ef5d89c8bc1051c5ee465b8708a6b4b40437d284a,64,42d44e18e89e137bd18e4a625d7f1f01a88432ad8007693e2f8030dbef487b48,e1402ea1470ea4b6499ad4d523942d058f2ed49e65157042967e0f6da443a2a3,True,0.6464721932255578
TRAIN,msu_mfsd,PTR003104,76e25ac012d14d95bbd3e3701076a02f386fe0491fb590cbb71413c5919cce7c,384,95f51a79b9b82b8a36b050d757b8615ae7c0a451b0b69936a8c024cf7056afbf,64,8c1d3c635c600c5c52ba9e0fb57815189fbc490c6b8ecc4e8079ac6c73b579c6,3ca6be1ac74353398932b8727edaf9f2cf6806a63a5c09d8f7b95079783a08ae,True,0.403952826914634
TRAIN,msu_mfsd,PTR003394,b6c8b75da34e18638446ed2db7f548524601bb61108b627c5d3a97e9b87013c1,384,131a7e3641fe53aa6f2129cb65d82bd0640b570f5fd750444f74683b36d6463f,64,e739f55732339bd3c178c6ef81e5c96b5a18d304ebc1401ad148c7a52504d2eb,c05e3a153b8bb6f1aba9e7bc9a409bb8d343ab400bcc7c24d3a109e64fb2a73e,True,0.21665165711245168
TRAIN,msu_mfsd,PTR002853,43a5fe598667bd9f7cdbd248012f522817bc8c284378dfaf3739918bb29c9a4b,384,1fe9e8564b049d635ca78f6e6e96911d9bcd1cfd6f8a209e0e1f62013ca9ed90,64,e32152aef8ad009e708c9c461fa6500640c394a07f8bf82a19638086a4065aa0,b05a4eee8055ee8ac59ce60331ca891d41559757c50567e4026ebc4475232bfc,True,1.014711248855375
TRAIN,msu_mfsd,PTR003720,ffbe72f544860868792a11f802b7ce68be57cac62599b7d89b0956c71037c539,384,fa194c993a39a77dbc5c6697b6d6d46b708e1a5679dd014466912281d0a7fc13,64,e90e7ffca35a902595c180f866dc58dbf8496ef2d9ddae2bab226e8ad5c260d5,21cf9fda48644bc5ecbfa623e421927900bae53ae6b29ba578fb978f5ee50085,True,0.42895361935315235
TRAIN,siwmv2,PTR004653,2ee77fc80186562ca2f423c82e8126dd9af3d1409086e6c508715701b3272198,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,50f394d78260d8c7e5d0deaebd99c1e9f97ae4359d50f98d027340e3286fc600,782a793a9b4f52f65fd65a69aebc4c5b49507a468acac99af98fd2ddc40188c6,True,0.0992263983459869
TRAIN,siwmv2,PTR004303,1df24ca740130f78cb69a935ded68a545921bffd2e5272bd477787a2d9cb1060,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,115b3e9b7d9c202ff11ad8b07acf376e2ccde7f22da09b62a626ec0d842b6082,7d673a2b58073f8f3b9f27354d7ef0106c5ee47852fd361fcba1100f6c88c7bd,True,0.31471818947546765
TRAIN,siwmv2,PTR007866,cd56ec0ec7fa178e9e1431bb457bc4fbd07cf13b55f77a4aabd0ad3de01f561b,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,ba498d5fb3a6b81ca249b18bd7c5ac11e0d34f458f18144e3f19e1fb5cdcc24c,52b5946838c124f9344fbea4bba2dfb637c2da0f372cb1e9b59c421e654a9c94,True,0.6719575464753288
TRAIN,siwmv2,PTR007585,bff0415e70955bc8761101f65d4aa83748cde772730326f23208c68947dbc990,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,f19335585068971eeabff8774a5cb0fb74d6d3af2db64461007a438c4dcd344c,715e83d9c2597129c9785b401ea0ccd99b81f86e664bda2aab3e053f09218a94,True,0.9402387989828646
TRAIN,siwmv2,PTR008748,faedc61bd292bbc6a213ab95430f4cd512d723753bbde6543de8a4c3cf5a99e0,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,787c09a2d0f4083cd57b261fa77234acf98dc3fe48f000b79ea738063a0cdb7a,82d06d8e3614d52bff013afd86978ef5ddd7c0b12acd9258b9d1d2f855e3936f,True,0.46608018030106635
TRAIN,siwmv2,PTR007881,ce19f7aa866ad5835c0868eefa74963a9a3b5f18a7cf62572731d95a38250721,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,47a3f28b4c86054414702f016c9138f0d0bc93cd3bc671c50130d6acc03de406,bd2131f470f1f3905d85054cea8568d94473c8931b836755cbc378aa49574976,True,0.25381815307481653
TRAIN,siwmv2,PTR007085,a95485e413e5afa8fd69446e39b285a8809f54c843ecd7fab9ce57ac1d6305ca,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,17f11064f872ce059bd89938e26880384b241d1c4875bf96af797a2df67c8052,d227c9f7358fd76a4b6eeab2683376ef6d32ec5ccc36437c2e607d8d322af9a8,True,0.28130560257703974
TRAIN,siwmv2,PTR008702,f8a074bdd8cbcb50aaf2804d1b328677915e43cb677d64d0617b96174a3fcefb,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,6be748efde4aa6609ab7312d016ba44d9062e521920baf27e8ce9e74fb3425f9,4df3c15e67e363f8ef9e2a9901e3719d3893ba4f3ac2a66c5ad170a19f532ad5,True,0.19508629699386398
TRAIN,siwmv2,PTR006769,9ac2a04220b78b7318298b91ebc2cd4cc332e1803c71a54bfd75df1451d368b1,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,7d3fdf2c282031acd0d2b29d82b939e8957059d44ec6a1b8acb87c8f1353792e,aabbc8513f8e9e633fc4f2c9ba6b0943849424117d5469ac5b1795e92b3e5937,True,0.2436703514322901
TRAIN,siwmv2,PTR006667,95f93bb0e50b2a9974def541d38ff468bce4189d3823b75fd9f9490d22e20a32,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,555fac096541d1cb6dbf409aeb1b5d08f50244de6f2e4f7d566e807ecfa2f761,0800b0cd72c3e1ca0f02eccc4509fcf9c0a209eab87a9d40cf0b4bfb4f24edef,True,0.24077055673608533
TRAIN,siwmv2,PTR005397,553b1f7ade82b513fbabc71eed1c9bce826eda194d455f3535c74430f56e0dd7,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,0968e3d919f5f7d8b725f3a6a5c7b24558a977d3e4afc37d998b76ff49a73d11,3b36477056924306f82083313b8d95138dcefac9e9ba6b88c135a9b4acfeaed6,True,0.9525330574826764
TRAIN,siwmv2,PTR006403,88049d708596beb400aa593b6c7427294c716c67c9b48618d9cebbae6acc54fd,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,6f524669ba28a166ca0183191b6334e097a6a5edd4428088892a6f23b33df38b,87d2d1fd54493298eda8d9b3f29796ff016cf8fa3cab2e03b0573bfed00a9cdc,True,0.3050281356964684
TRAIN,siwmv2,PTR005029,43373d4a0af258c0cfe56cc18df9ad4c4f1d602f6a3ecf06ed20afd48710fa23,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,9d8b696970cd8674fe65aa334fa432a0f3374b94b1ffdda2340b2aed25908650,ad2fe7ae0615528d9abd111c17d960afc3e69e612060018f704c29602574130a,True,0.38432878080867977
TRAIN,siwmv2,PTR006190,7d66202225433006fce38d8bd92f3e323d0d038c436ff4c5d3dc27bec3f0f0da,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,d3b0687b70fe52cbb9045c5650c7142871d923854ae2b73dbb706e3537f5263f,ec18a963063ba9f1203a2d2bc4fd61b93cc8fb32cd657ee019571f7a2463ff4a,True,0.3083639116026321
TRAIN,siwmv2,PTR006810,9d1c41a8d5c4d311c12f78154cf56dcce023cb88f9aa5b5de3463ba636b253e7,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,bc6b71e9bf05f57a5a0ffeb47434d08c7495d076d338d26aa7460daccde2d936,93db668701f05c31ed98fd783ee4f87225ce700b406dd02351920564d1136c43,True,1.703483837951767
TRAIN,siwmv2,PTR007987,d41875f5998b4674f332b4ccda9c9e4b58834b44f8a5bbb9c5b0526265b76578,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,992f5807e85c62a76a00d266e9c1e3474cde7ca10cb366b52a096ef6bb3fdccb,c01771c198a326017a1c05fa135a89def546229e113c6e07156d2690aefece88,True,0.34429227983131305
TRAIN,siwmv2,PTR006909,a10f09847d7708d38c7d7efe5364fa21cb43a4916814fb0453443f7f1b6665aa,4389,7c6f383e88e259db5dee944cb2632eea1125fbd1d638f24352d336dcaa1dd856,64,9641368d7bdc37d4ea667b836de26eb31d45f91f7caa90d859d5a6b75438a602,1492bb416f693eb41b589dd2ee64b5f8fb2f24a06f414b283e347c58e56ca34a,True,0.17979465820230023
