sample_id,label_binary,attack_macro,src_h,src_w,mean_Y_112,mean_Y_256,std_Y_112,std_Y_256,band_0.0_0.1_112,band_0.0_0.1_256,band_0.1_0.2_112,band_0.1_0.2_256,band_0.2_0.3_112,band_0.2_0.3_256,band_0.3_0.5_112,band_0.3_0.5_256,freqsub_region_112,freqsub_region_256,above_src_nyquist_112,above_src_nyquist_256,haar_detail_frac_112,haar_detail_frac_256,hp_mean_abs_112,hp_mean_abs_256,lap_var_112,lap_var_256
004db106e40968067c5619b888c189e646fde7f0cb6200847ee367eb5c384069,1,replay,112,112,0.61147599,0.61146112,0.19504189,0.1952536,0.90659484,0.97908308,0.06336692,0.01859875,0.0200868,0.00130839,0.00972761,0.00099661,0.02983808,0.00230909,0.02465121,0.00194735,0.03350187,0.00755898,0.02496455,0.00872744,0.10645177,0.00742232
005251776a89365a9ad718d54da74abe5b027dac3c1ed62c9dbe23c7b9ab06b6,1,print,112,112,0.32204282,0.32205384,0.07237929,0.07241693,0.86295465,0.95864895,0.08128418,0.03265708,0.03133267,0.00486464,0.0229795,0.00376782,0.0543627,0.00864451,0.04702513,0.00723325,0.05145977,0.01040967,0.01111303,0.00444334,0.02122327,0.00184064
0075d1a2445640c4da169025b707f86725cf1cbfbf93c9ddf5d22d3241c087c9,0,live,112,112,0.34037905,0.34037723,0.12358775,0.12377671,0.92748819,0.98065628,0.04602314,0.01469286,0.01691672,0.00226888,0.00930016,0.00234932,0.02623546,0.00462166,0.02126133,0.00410894,0.02783202,0.00596476,0.01388628,0.00480068,0.0268615,0.00196135
0085cf031dbcbba0228ef1aa36043bed872bac32e0bc90a0523b238037c25390,1,print,112,112,0.26543908,0.26537514,0.15964356,0.15937918,0.8133534,0.92855358,0.10303648,0.05050058,0.04381967,0.01031752,0.03879469,0.01053239,0.0829514,0.02091532,0.07452474,0.01831645,0.03996563,0.00858243,0.01650774,0.00620358,0.12069236,0.00739911
0094d5a214d1a5336b193c5eb3da638892bd6f221fa53ae09afe029628183c9f,1,print,112,112,0.32258139,0.32258145,0.09413015,0.09419903,0.88188359,0.96432885,0.07414366,0.02559104,0.02419532,0.00507479,0.01900745,0.00494929,0.04327606,0.01003965,0.03863788,0.00875824,0.03021692,0.00619462,0.01056514,0.00409144,0.02003268,0.00164328
00991754a0cae37ed590544ca860c73bdfa510056f8a67e3ede0fce85808edda,0,live,112,112,0.3222,0.32217257,0.24914021,0.24921746,0.95672477,0.98791351,0.02715076,0.00977143,0.009714,0.00118525,0.00618579,0.00111682,0.01592287,0.00230644,0.01345045,0.00198382,0.01636263,0.00322663,0.01679498,0.0064249,0.07442305,0.0056631
009ad760028d3a871566e536b7014d88a9ab1b45c5452877e41434dea937569e,0,live,112,112,0.46834102,0.46833581,0.14039369,0.14052128,0.95343601,0.98821992,0.03154554,0.008937,0.00879269,0.00141141,0.0060556,0.00141264,0.01486842,0.00282923,0.01277525,0.0024746,0.01716596,0.00352257,0.01181278,0.0041907,0.0204488,0.00157266
00d0a7151c048b9a54086d5235730bae7247ba8e3df1855e9f4e48470bdb35ec,1,replay,112,112,0.24119128,0.24121063,0.12895021,0.12910675,0.92706644,0.9875515,0.05501504,0.01137509,0.0115192,0.00062196,0.00626741,0.00044133,0.01781115,0.00106539,0.01510148,0.00088637,0.03005314,0.0060328,0.01372932,0.0047896,0.03718561,0.00236441
00dc88f619c08c86aeb7d4c28905e458d017c22a0b77f81650f088ad41922787,1,print,112,112,0.29119515,0.29116004,0.13104557,0.1309196,0.86635236,0.95748138,0.07986898,0.0335261,0.02896005,0.0046551,0.02417085,0.00428987,0.05319298,0.00895294,0.04722719,0.0078197,0.04406804,0.00921521,0.01560931,0.0059828,0.0737328,0.00504511
01075a699cd38a7dac8293169d3cc7b57038d577407cd497a7b7308c2392e438,1,print,112,112,0.33200179,0.33197919,0.13633616,0.13641132,0.92052169,0.97882457,0.05222059,0.01565891,0.01529811,0.00276114,0.0117156,0.00272399,0.02705642,0.0054943,0.02316763,0.00484495,0.02501751,0.00498599,0.01257715,0.00438013,0.04742713,0.00256344
010936da037ccfd6273fdad83832861cd9b508003214dea2ea22dfe84add84d8,1,print,112,112,0.42592638,0.4258951,0.10800843,0.10801738,0.8659787,0.95657359,0.07723466,0.034261,0.03194138,0.00523385,0.02407171,0.00387994,0.05603739,0.00911757,0.05004302,0.0077054,0.04822813,0.01018528,0.01323533,0.00503453,0.05916155,0.00372249
010e4c18538a129645fdf7423670fcd635d3453c6d06ca3e686977274db07449,1,print,112,112,0.35820274,0.35818199,0.13844543,0.13856631,0.84452878,0.96023469,0.1088588,0.02695605,0.02290863,0.00642031,0.0229559,0.00632461,0.04596347,0.01276102,0.04055241,0.01119705,0.03736049,0.00745035,0.01668022,0.00600635,0.05109783,0.00381616
01138eb48ac2f3724935fefbc7b1b4b9e05c1a3ecc083ba69679cbf24a10edc3,1,print,112,112,0.38292305,0.38291644,0.1874989,0.18772957,0.85399044,0.9586159,0.09769721,0.02654609,0.02826284,0.00692868,0.01963895,0.00783537,0.0481696,0.01482033,0.04093134,0.01313361,0.02104781,0.00502589,0.01635643,0.00531959,0.05591462,0.00373573
01264ec3383c57baddd56db8246e76c6b12afd717f0ec6a96cc30b465c33de33,1,print,112,112,0.44987722,0.44987797,0.11493107,0.11506002,0.91337019,0.97995478,0.06112385,0.01557161,0.0147084,0.00226122,0.01039683,0.00218397,0.02514147,0.00445407,0.0215979,0.00388333,0.02463415,0.0055445,0.01311744,0.00496339,0.02371911,0.00186127
012beb97ff83ea011be14564e79a2b7a6f41d594bbd0a02ca918b875cab6e5af,1,replay,112,112,0.39421476,0.39422292,0.1136811,0.11381819,0.91659995,0.97723082,0.05391475,0.01759869,0.01705397,0.00273927,0.01216922,0.00240106,0.02927318,0.00514886,0.02512937,0.00444946,0.0337023,0.00619988,0.01306757,0.00455716,0.03415913,0.0019927
014637ebd168d6cba0021133ba87ec949081a98694f6836dd6227150116f2443,1,replay,112,112,0.41887245,0.41888285,0.1708971,0.17122209,0.91960556,0.98396844,0.05968005,0.01200546,0.01281503,0.00191444,0.0077224,0.00208917,0.02058866,0.00401106,0.01707808,0.00354966,0.02745787,0.00577303,0.01886912,0.00615541,0.04791414,0.0032208
01530cd7c15b9dd2e4a86f606a83edde6ff2bda55af53432185359eb475a9ba9,1,replay,112,112,0.42059664,0.42060045,0.13544289,0.13555845,0.94507232,0.98796264,0.03829863,0.01040002,0.01032629,0.0008505,0.00615398,0.00077255,0.01648674,0.00162515,0.01384385,0.00141411,0.02036428,0.00446182,0.01389008,0.00504268,0.02781483,0.00201465
016836415668345c91acc491c743bf7fec52899fd197911d2c2ac9ce2929cdb1,1,replay,112,112,0.32008153,0.32009206,0.17120891,0.17136584,0.94911727,0.98867682,0.03587159,0.00899639,0.00943288,0.00109607,0.00548687,0.00121624,0.01493407,0.00231715,0.01250955,0.00205298,0.01920048,0.00383772,0.014822,0.0050558,0.03686187,0.00261731
01723c1a72772d129c31cb264dee90991c88be7816dbb5cb4c4893684b7177f0,1,print,112,112,0.29215505,0.29212155,0.13321738,0.13307909,0.86120712,0.95355727,0.08126549,0.03608922,0.03056947,0.00552072,0.02617845,0.00478112,0.0568254,0.01031176,0.05137775,0.0088355,0.0497856,0.00937889,0.01619075,0.00626985,0.08191191,0.00555407
018ddda5c8a379b3fdd6418ce22bfbd30d163949c832e3228380a4dcfdf94afb,1,print,112,112,0.2622435,0.26224974,0.06240571,0.06248942,0.88626003,0.96859126,0.07150243,0.02501827,0.02484447,0.00339785,0.01665382,0.00293316,0.04154179,0.00634474,0.03538021,0.0053911,0.03968926,0.00888783,0.00912524,0.00346286,0.01234848,0.00101155
019237a10523108266004b8f4c7c56637a923fb058f336b0d14a4197b6a255fb,0,live,112,112,0.4517574,0.45174586,0.1323673,0.13255471,0.92911665,0.9820583,0.04721936,0.01386684,0.01383988,0.00203217,0.00954147,0.0020144,0.02338726,0.00404695,0.01999638,0.00357242,0.02624924,0.00555697,0.0152012,0.00542316,0.03079645,0.00227402
0193f1db06e798d1394fd3fe75f5d017b66a0d152a5584bcd8e45dedc408670b,1,print,112,112,0.25067523,0.25066897,0.08398815,0.08403561,0.89528512,0.96954861,0.06368589,0.02577071,0.02404446,0.00259176,0.01648665,0.00205109,0.04057151,0.0046468,0.03524083,0.00393866,0.03437193,0.0085714,0.01063469,0.00409075,0.02537614,0.00179156
01ade3fde43e553c03c5f1ea779c7468abbd33c416ba874af9587726d54192f8,1,print,112,112,0.54167882,0.54167186,0.11424932,0.11438774,0.86637524,0.96846171,0.09139232,0.02356026,0.02604537,0.00391759,0.01575161,0.00401363,0.04181232,0.00793437,0.03491023,0.00704486,0.03688055,0.00753391,0.01468272,0.00509805,0.03581149,0.00239022
01c4939ed68414282dc042fc357f893306ff36d02cd3c963982c48e76dc1b17f,1,replay,112,112,0.29332281,0.29332476,0.13007832,0.13028361,0.9053945,0.97471732,0.06420149,0.01785838,0.01820138,0.00351407,0.01187731,0.00386172,0.03011979,0.00738288,0.02615387,0.00658916,0.02540903,0.00521877,0.01195591,0.00405424,0.0244159,0.00189537
01d9332a77b537a37768a31eeb104b53a89b812cb093a28931a9c5e0431ae047,0,live,112,112,0.45203271,0.45203565,0.15675889,0.15691061,0.90329188,0.9723265,0.06201167,0.02103251,0.01900089,0.00354075,0.01486734,0.00306758,0.03393733,0.00661855,0.03043447,0.00564891,0.03399064,0.00685866,0.02057797,0.00801184,0.05816233,0.00476697
01dedcf7ea5cd3313ed905be6bd4ea07502db5fd879d34af9d2c4b43b3d958c2,0,live,112,112,0.38322619,0.38321669,0.16191954,0.16204257,0.87962205,0.96512243,0.07469978,0.02763336,0.02609118,0.00390185,0.01859171,0.00329848,0.04474519,0.0072115,0.03955009,0.006099,0.04116727,0.00891847,0.02202274,0.00842587,0.0829976,0.00674572
01eb11ce6c946fa75eb3f8ce3067c12125ed44a66cde09c16dd06ab4d1c58d38,1,print,112,112,0.44234407,0.44224242,0.17329533,0.17322178,0.81919039,0.92819222,0.09637158,0.050903,0.04364603,0.01044929,0.04000003,0.01036178,0.08414652,0.02088017,0.07517171,0.01815139,0.04441101,0.00835597,0.02174118,0.00771234,0.16863026,0.00785996
0217aa3b09e95f24ffd4ea923b9fb62cfd7b9473aade9e51774026f6718c7543,1,replay,112,112,0.52926965,0.52928501,0.26256351,0.26278357,0.94848846,0.98612286,0.03398044,0.01020558,0.01044837,0.00177341,0.00688319,0.00187366,0.01736626,0.00365342,0.01467391,0.00323479,0.01585965,0.00322084,0.0208392,0.00696971,0.07346205,0.00474009
022d1d8d71d188dcbde286effb1c361e59b487d94b70446174c5afa94d2d1480,1,print,112,112,0.38254061,0.38253843,0.12504167,0.12510862,0.89074372,0.96939701,0.06861409,0.02452428,0.022449,0.00337646,0.01727286,0.00266969,0.03976694,0.00605683,0.03504525,0.00507133,0.0363831,0.00822585,0.01707913,0.00667395,0.047048,0.00395747
0242332b4eacaeda3f39d950bd497115a6365c150fd5d4932f4b0fd93f1b9011,1,replay,112,112,0.50530996,0.50533092,0.19129518,0.19150909,0.95758022,0.99242238,0.0317318,0.00649724,0.00703596,0.00053841,0.00354758,0.00053402,0.01058563,0.00107297,0.00867341,0.00093825,0.01844411,0.00386972,0.01847307,0.00631656,0.04284317,0.00300815
024f122f326a51ef32416aff2103ffe332f8479aa7efae712337b78e83ed5db5,0,live,112,112,0.26048547,0.26045659,0.1638503,0.16381129,0.88270082,0.96414047,0.07143031,0.0283311,0.02453035,0.00419075,0.02022176,0.00330275,0.04478123,0.00749937,0.04027354,0.00632038,0.0370167,0.00822789,0.01531598,0.00594683,0.08650553,0.00736098
025bb2e2f91bd7594a82e82f3d18f179c9091cbbd640b0370835bba27f7a2b8a,1,print,112,112,0.3314016,0.33138352,0.08324819,0.08336766,0.86812503,0.96686177,0.09086827,0.02342802,0.02325198,0.00494818,0.01715809,0.00469898,0.04047501,0.0096553,0.03476506,0.00836621,0.0366556,0.00688482,0.00864775,0.00312129,0.0174413,0.00124106
026926147ca9085ec1ba31aa3f5ba378cdc0195f2d482e9f9c36476c90d35a7e,1,print,112,112,0.49275342,0.49274719,0.09341059,0.09351124,0.8702002,0.96579579,0.08715901,0.02399308,0.02607792,0.00488846,0.016167,0.0052587,0.04233395,0.01016205,0.03569718,0.00902488,0.03213824,0.00638187,0.00946658,0.00335746,0.02283463,0.00134866
027d2abb76280f2d1153af46825e18ef10fafccee8313389c255e9c6aafe577d,1,replay,112,112,0.45920901,0.45920521,0.17127983,0.17147013,0.92254652,0.98166683,0.05249211,0.01562948,0.01578321,0.00146351,0.00894502,0.00122467,0.02473766,0.00269076,0.02112258,0.00228779,0.02727975,0.00632124,0.01989832,0.00696745,0.06331562,0.00460903
02bf9c69282131ebc328fbf253ff1f3b70cfa310cdfb8ce1a681c97bf702b12a,1,print,112,112,0.35601778,0.35596231,0.18059939,0.18030528,0.89304677,0.96416014,0.05872867,0.03024493,0.02751634,0.00311424,0.02018228,0.00245175,0.04770189,0.00556819,0.04187255,0.00475556,0.04213354,0.00834808,0.01943236,0.00751987,0.15291785,0.0097536
02d225b1a05b1a6f3207ed37e15489b5e8fca750ca7f578a71530921cc03d1d5,1,print,112,112,0.35959098,0.35959407,0.11047529,0.1105296,0.91069568,0.9722691,0.05392888,0.02169854,0.02113179,0.00309143,0.01375178,0.00290363,0.03499375,0.00600777,0.03039271,0.00516777,0.02691825,0.00600189,0.01331313,0.00529002,0.03086282,0.00218095
02eb6b17394f75aeab6e6f6ff9208bad7b9524b4fde2df85f8364f96f61cf1f7,0,live,112,112,0.35821179,0.3581974,0.17282759,0.17281486,0.86852148,0.95354645,0.07603696,0.03456208,0.02957932,0.00596638,0.02526143,0.0058722,0.05503447,0.01187177,0.04937235,0.01030122,0.03216255,0.00722662,0.01962585,0.00775036,0.10048835,0.00708648
02ec228150d451bcf1d4f4455eca41f9203d7bf055c25b14001877c4384b1abb,1,replay,112,112,0.37825584,0.37825638,0.14601983,0.14619639,0.94376453,0.98630087,0.03956463,0.0098215,0.01028863,0.0018156,0.00623083,0.00203829,0.01654733,0.00385929,0.01384367,0.00345139,0.01639278,0.00353233,0.01130673,0.00386993,0.01801896,0.00140559
02fadec773ab4caefc388612b338d5a7429858c4c11e72ca5eb0f1169eaf02b8,0,live,112,112,0.38622348,0.38622223,0.16328112,0.16330324,0.87295419,0.95436324,0.07277417,0.03381876,0.02757966,0.00591356,0.02601971,0.00584798,0.05372135,0.01178941,0.04812575,0.01032491,0.03645266,0.00781758,0.01935728,0.00740316,0.08953138,0.00676646
03046c6c027c4a4ec1f0e29052076409f5c4fb0f184557bcc5fea12ec7ac911b,1,print,112,112,0.31288624,0.31289384,0.08899976,0.08912741,0.9050787,0.9788517,0.06793049,0.01610297,0.01541558,0.00252716,0.01116891,0.0024808,0.02666241,0.00502012,0.02281254,0.00435311,0.02814544,0.00606094,0.0113549,0.00426018,0.01485197,0.00117349
03090e48cd32ae8b5de611e724eb4f09464a01f66f77bcf127a2ad3d9ffc46a5,1,print,112,112,0.48090124,0.48089319,0.08849656,0.08864604,0.87560576,0.96823999,0.08058856,0.02585756,0.02814194,0.00287109,0.01526883,0.00298447,0.04341337,0.00585827,0.03631519,0.00521403,0.03961201,0.0094869,0.01282163,0.00458885,0.02634895,0.00188388
031e385b7fdcc2b3ccd15bb5ac762e869c02e85bd0204302eaa0104bf3372bf8,1,replay,112,112,0.67603168,0.6760252,0.1986525,0.19883189,0.90226571,0.97239239,0.06696055,0.01837735,0.01551398,0.00434089,0.01493686,0.00484465,0.03063966,0.00921923,0.02748922,0.00812989,0.02033333,0.00408043,0.0165011,0.00575661,0.05397069,0.00371439
032e9349cc36d2137de9c8d312e194c0cdaf7a9317e0bcb1705be37c63c94956,1,replay,112,112,0.48138223,0.48138459,0.13507733,0.13524021,0.94416808,0.98731516,0.03905594,0.00993975,0.01015272,0.00137296,0.00644068,0.00134812,0.01661857,0.00272473,0.01392854,0.0023877,0.02173152,0.00435208,0.01252528,0.00435562,0.02456736,0.00170994
032ea13cdb0bd4b43b871f5fbbe2e0daa7f46efaa64986a61d42c3e9aeced95d,0,live,112,112,0.31422959,0.31420623,0.24449612,0.2445492,0.9569723,0.98669572,0.02588805,0.01037643,0.00966067,0.00154502,0.00721367,0.00136558,0.01690954,0.00291635,0.01472098,0.0024914,0.01431006,0.00319025,0.01626462,0.00621409,0.07328644,0.00548802
0346ffeb17d81699c30cdf11d73ffa8aabbaaf724add49c033d1a5365ee3d4e5,1,replay,112,112,0.66549787,0.66549641,0.18966388,0.18985927,0.94065017,0.98191176,0.03880172,0.01207997,0.01117661,0.00282908,0.00915787,0.00314887,0.02043296,0.00599796,0.01779811,0.00529133,0.01506349,0.00320233,0.01490705,0.00500621,0.02902262,0.00229037
035d4b6f22b3187d592e4d3eaf86cbef5513671627df7f824c52e0df655520b5,0,live,112,112,0.42940666,0.42939331,0.13556371,0.13566655,0.89368013,0.96974963,0.0678222,0.02344639,0.02251614,0.0033492,0.01552057,0.00341537,0.03807637,0.00677283,0.03324194,0.0059454,0.03523002,0.00717054,0.01701681,0.00632792,0.04695745,0.00353603
03618d40739c127bf835552100cb4f3afd6b9e930294b1bde97de8b1fee8fdfb,1,print,112,112,0.33073962,0.33072748,0.13026536,0.13040199,0.77887307,0.9368801,0.14344394,0.04377429,0.04573756,0.00929918,0.03096013,0.0099504,0.07704153,0.01930976,0.06513741,0.01683556,0.04554087,0.00890485,0.01509328,0.00550676,0.05941255,0.00409063
0374a89d9790138b5eae911e3ce1828a59450f73344299a0abf13c8e74785bcd,0,live,112,112,0.21293207,0.21293642,0.09559891,0.0957014,0.90091718,0.9760981,0.06787989,0.01951341,0.01743274,0.00240181,0.01313352,0.0019555,0.0306156,0.00436564,0.02692715,0.00368124,0.03367653,0.00719891,0.0130531,0.00510648,0.02344795,0.00187737
037bd1aa3d57644823c210a11f559f9301dc5716080c37cf86a012716b21aa3b,0,live,112,112,0.36806551,0.3680592,0.12284806,0.1230473,0.91103192,0.9785415,0.06060527,0.01630079,0.01754793,0.00250339,0.01057503,0.0026226,0.02818963,0.00513858,0.02314898,0.00452128,0.02778802,0.0061532,0.0143276,0.005043,0.02824853,0.0020646
037fdb6588ff6f65ad18c258bb4f92e915792ada75d7c5823c2d92f2741ac551,1,replay,112,112,0.36320362,0.36321619,0.15059474,0.15071319,0.93543511,0.98549745,0.04440353,0.01277549,0.01249761,0.00101462,0.00734067,0.00070046,0.01984195,0.00171568,0.01711234,0.00141302,0.02651869,0.00558686,0.01707711,0.00635644,0.04461909,0.00337552
0393af653f4527f7894cf24eebb839ea2789bff1e036f8f6ce977a094ed44532,1,print,112,112,0.30903221,0.30902889,0.10634934,0.10641978,0.93992176,0.98007588,0.03634952,0.01385712,0.01301795,0.00295689,0.01044908,0.00306649,0.02351866,0.00603177,0.02063559,0.00535025,0.01638742,0.00319434,0.00780243,0.00266808,0.01534566,0.00083792
039c341b63eb248310e2f375c70722f088a749a0a81ad1d27849707a95e7269e,1,print,112,112,0.32166467,0.32166398,0.10119527,0.10121113,0.8848387,0.96222419,0.06737428,0.02829421,0.02635957,0.00489861,0.02049254,0.00452674,0.04692949,0.00944783,0.0410644,0.00811532,0.03363167,0.00691813,0.01166877,0.00477847,0.02942409,0.00240394
03a4ec055e87011f8e183f2cd37c6f0e75f13eb4088e82def0eccf65ebe2ad18,1,print,112,112,0.52756072,0.52754969,0.11899519,0.11904817,0.7985061,0.95350024,0.1341016,0.03764125,0.04654076,0.00465025,0.02034504,0.00416158,0.06691306,0.00881561,0.05369905,0.00759284,0.06252401,0.01205824,0.01607957,0.00579,0.09016263,0.00502783
03b4647f6c0dd5adbdf639b0a31a76b0c86fa131fda815cfcb08a5c8f2dfd8a6,1,print,112,112,0.35286478,0.35285068,0.12070845,0.12085051,0.88552162,0.96449347,0.06886174,0.02695946,0.02707358,0.00424354,0.01785896,0.00423993,0.04494274,0.00848582,0.03925303,0.00747053,0.03745609,0.00768797,0.01312569,0.00466773,0.04243515,0.00295161
03b848ea36b83ee3227fefceb7b547152dcbf931ecae480b162eb3f3b23b33b4,1,replay,112,112,0.38865901,0.38866647,0.12315999,0.12333802,0.90285979,0.97822476,0.06864971,0.01688796,0.01772336,0.00236618,0.01046994,0.0024892,0.0282438,0.00486998,0.02362089,0.00427256,0.03194096,0.0066305,0.01500591,0.00522413,0.03692223,0.00247253
03ba11b917e46aeeee74648730ffce61ff3ab3b45bb30748528ad1a2a2caccad,1,print,112,112,0.36764543,0.36764661,0.12917396,0.12924301,0.91993901,0.9810956,0.05156322,0.01731125,0.01603735,0.00128918,0.01190216,0.00029455,0.02794655,0.00158408,0.02377627,0.00106444,0.0348144,0.00756248,0.01675107,0.00641229,0.04980143,0.00406268
03d116a47fb35202395ba81fa7746fde1d82b5d845dde389f9357f21e465410e,0,live,112,112,0.51037669,0.51037031,0.21523408,0.21540068,0.93562869,0.98227777,0.04200227,0.01314116,0.01141026,0.00240969,0.01066244,0.00214944,0.02220388,0.00457523,0.01944726,0.00387869,0.02317509,0.00448414,0.0206903,0.00740532,0.07675913,0.00552386
03d1fa394036f11ed5fd4d6b83f9b8998b07d9ad52d4cb08011495d789d05c41,1,print,112,112,0.54821893,0.54820449,0.10769594,0.10784339,0.85105248,0.97267808,0.11030562,0.02225945,0.0249867,0.00264018,0.01324718,0.00238695,0.03824129,0.00502895,0.03145124,0.00437568,0.04580388,0.00913393,0.01374318,0.00483039,0.04044612,0.00268108
03ddb21da027acef19bbd10cfbcf7545b6525f481b7349995a089d01cef6f512,1,print,112,112,0.33364044,0.33363286,0.07402711,0.07383125,0.78093677,0.92608201,0.11476027,0.06579184,0.06011478,0.00500359,0.04343957,0.00305037,0.10359288,0.00805434,0.09056177,0.00668014,0.07713529,0.0192691,0.01146557,0.00447021,0.06196747,0.00387283
03e53b7294f60b2c69eb642666e63ca75f87b2e38f0d9122491e22fc00f7b4d6,1,print,112,112,0.3727956,0.37273528,0.17648131,0.17641438,0.89136705,0.96422112,0.06272654,0.02638253,0.02571578,0.00475877,0.01959809,0.00458777,0.04543605,0.00937037,0.03921883,0.00809657,0.03125885,0.00649573,0.01980471,0.00717306,0.08849053,0.00610268
03f2aecab3c174b0ba18db87b479b1962a1d53242a2fa2e81f79e8401a968544,1,replay,112,112,0.38114759,0.38114023,0.16891918,0.16915416,0.93615488,0.98368776,0.04461269,0.01108797,0.01096729,0.00244477,0.00807221,0.00274674,0.01908251,0.0051994,0.01633087,0.00464547,0.01767918,0.00371038,0.01372966,0.0043471,0.02662899,0.00186563
03f35bf390f471a96bbe2ce5c553ee37a7fc375e3adfa21217d559d02e78c490,1,print,112,112,0.33764658,0.33764407,0.08845353,0.08846302,0.79536188,0.93242818,0.11824281,0.05150645,0.0548184,0.00748891,0.0309451,0.0084857,0.08602964,0.01602362,0.07335411,0.01420971,0.04891677,0.01086863,0.01002653,0.00378193,0.03791412,0.00253981
03faccc1c8575b93a00be3d12bc11c63e890c2d0d5c17446b8b5d1b80699c139,1,replay,112,112,0.66079654,0.66079619,0.18625924,0.18643959,0.94435428,0.98224737,0.03543564,0.01169036,0.01087518,0.00285883,0.00913114,0.00317284,0.02010239,0.006051,0.01732398,0.00533322,0.01460059,0.00305639,0.01411473,0.00469749,0.02680239,0.00210826
03ff75359075a8ddd6175be5e16ee456cf14e4d054688ee050b31e85275ab4f5,1,print,112,112,0.49074254,0.49072307,0.11340863,0.11346757,0.8353288,0.95520414,0.10526266,0.03567754,0.04076297,0.00431591,0.01827401,0.00474974,0.05915465,0.00908774,0.04926002,0.00806435,0.04456773,0.00963607,0.01288161,0.00464684,0.04908525,0.00302972
