ada_status,attack_raw,bbox,crop_pre_resize_hw,crop_requested,crop_side_px,crop_source,crop_touches_border,dataset,det_score,embedding_dim,embedding_l2,error,face_png_sha256,frame_hw,frame_index,frame_png_sha256,fx_finite,fx_status,label_binary,landmarks_shape,logits_array_equal,logits_bytes_equal,logits_compressed_bytes,logits_decode_s,logits_dtype,logits_encode_s,logits_npy_bytes,logits_ratio,logits_raw_bytes,mask_from_stored_logits,n_detections,pad_bottom,pad_left,pad_right,pad_top,parsing_logits_shape,pose_deg,raw_norm,route,sample_id,scrfd_applied,scrfd_status,seconds,status,video_id
OK,printed_photo,"[269.592, 153.075, 473.142, 416.056]",329x329,"[207, 120, 536, 449]",329,"[207, 120, 536, 449]",False,msu_mfsd,0.848040,512,1.00000000,,b6f8a73028efac10fbade53e444ea92b746c13b88e5a0a6fe67361bff7d85383,480x720,196,28c919bfc40b1b6280afee7a182bc7f91eb089480ea32ab36dc0d634fb332bcd,True,OK,1,"(68, 2)",True,True,1682177,0.0022,float32,0.0075,2207872,1.312509,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-4.191, 5.095, -5.301]",18.890821,SPEC_SECTION_4_SCRFD,5d554885272d57eba8c5954a9bc754796aebceff2af1069c4221e20a31e88adc,True,DETECTED,0.70,OK,scene01/attack/attack_client050_android_SD_printed_photo_scene01
OK,,"[264.144, 122.234, 387.289, 282.549]",200x200,"[226, 102, 426, 302]",200,"[226, 102, 426, 302]",False,msu_mfsd,0.883628,512,1.00000000,,7079c705b72b69e08806a4cb304b0c49ddf7b0d361372731c036469e6d2e7b5e,480x640,52,7b14ad04c002f528e51648843fe3fe3ced63120746ccecf19f4a93856fff15de,True,OK,0,"(68, 2)",True,True,1672740,0.0028,float32,0.0086,2207872,1.319913,2207744,True,1,0,0,0,0,"(11, 224, 224)","[14.732, 3.132, -1.257]",15.870670,SPEC_SECTION_4_SCRFD,654f6a64ca4d6d99d73e07dd52028a17dc514a2230e3af06d5eb45797ba6a123,True,DETECTED,0.70,OK,scene01/real/real_client033_laptop_SD_scene01
OK,,"[302.871, 157.697, 417.318, 309.373]",190x190,"[265, 139, 455, 329]",190,"[265, 139, 455, 329]",False,msu_mfsd,0.905434,512,1.00000000,,dff73ff20aebaf809f95049242a71197e46089fab687f4f40c70175778e997b0,480x640,50,a8a0415cc94d2cfffba1704ee34592fcd20d552f0cc796023a346dc038a45bca,True,OK,0,"(68, 2)",True,True,1684221,0.0020,float32,0.0071,2207872,1.310916,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-2.697, -0.992, -2.133]",22.157682,SPEC_SECTION_4_SCRFD,998a8c4e684b8f850cfeca113028a60a66890ffe66de23405619a05794304b93,True,DETECTED,0.69,OK,scene01/real/real_client029_laptop_SD_scene01
OK,,"[265.484, 85.888, 393.787, 269.242]",229x229,"[215, 63, 444, 292]",229,"[215, 63, 444, 292]",False,msu_mfsd,0.909971,512,1.00000000,,3d48dc82f4ca0a157b932fc2b4ed0cdfa49d200e40bc1d603497bad5142fb485,480x640,199,7f144fce69f1f674564b0c5918bda1a5fd66ce37c24bd20ab9cf4098f73ece6e,True,OK,0,"(68, 2)",True,True,1674323,0.0026,float32,0.0066,2207872,1.318666,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-3.367, 5.25, -2.907]",21.004768,SPEC_SECTION_4_SCRFD,a5161bc2d2db5d5ffab4240838816e14c73b941631fb645f12527db06ae0b592,True,DETECTED,0.81,OK,scene01/real/real_client049_laptop_SD_scene01
OK,ipad_video,"[268.706, 120.015, 427.031, 329.084]",261x261,"[217, 94, 478, 355]",261,"[217, 94, 478, 355]",False,msu_mfsd,0.918427,512,1.00000000,,ef351f7c23c46a15dc1e0f1fb1d60e52d725ded191d0d7014a8f0f0409c480ba,480x720,30,b9c9a66547f3aa03f6c9efb9b964837ac7dd5a4779e45e6b44665d8db84aa517,True,OK,1,"(68, 2)",True,True,1677671,0.0022,float32,0.0071,2207872,1.316034,2207744,True,1,0,0,0,0,"(11, 224, 224)","[0.722, 6.488, -2.066]",19.479197,SPEC_SECTION_4_SCRFD,b55a4ddf130398f0a5806fa38194f37f6d9eb2831b4637da1b3ae9dbe1d08b1f,True,DETECTED,0.65,OK,scene01/attack/attack_client003_android_SD_ipad_video_scene01
OK,iphone_video,"[196.44, 70.513, 361.491, 284.647]",268x268,"[145, 44, 413, 312]",268,"[145, 44, 413, 312]",False,msu_mfsd,0.785135,512,1.00000000,,648f06de5374ff845eac04e13a67911c58beb41da6323cd0436d7ba9286840bf,480x640,98,e8400731b1cca2463d88568a692d96c5dda7fce82fd886f92ef315aec5d00fa6,True,OK,1,"(68, 2)",True,True,1682275,0.0021,float32,0.0070,2207872,1.312432,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-1.775, 1.034, -2.03]",21.691755,SPEC_SECTION_4_SCRFD,f6bdb5ad92f63dfd7704161504a17a7dba6560889c0e43a96512043fd8ad81ac,True,DETECTED,0.74,OK,scene01/attack/attack_client029_laptop_SD_iphone_video_scene01
OK,,"[609.379, 122.432, 1234.556, 988.057]",1082x1082,"[381, 14, 1463, 1096]",1082,"[381, 14, 1463, 1080]",True,siwmv2,0.875302,512,1.00000000,,6a62191fec42ef5ea14baeaf5c716547d1e6e4d4d92a865408364e7515b501ae,1080x1920,93,734efe0c717e5205003eb9f91e6b1a345d39543d2c4d9507502b077ffeca3712,True,OK,0,"(68, 2)",True,True,1678510,0.0024,float32,0.0088,2207872,1.315376,2207744,True,2,16,0,0,0,"(11, 224, 224)","[2.365, -1.403, 1.507]",22.962519,SPEC_SECTION_4_SCRFD,09cbbfbccb912650a9f02b7242fd447a10c5bf7048b0ec59685e058557586920,True,DETECTED,0.86,OK,Live/Live_750.mp4
OK,,"[130.415, 255.12, 630.965, 923.892]",836x836,"[-37, 172, 799, 1008]",836,"[0, 172, 720, 1008]",True,siwmv2,0.850651,512,1.00000000,,8a47ead81699c939ca753d03be9b0e582f44f0561e9bfbf65cdc6e98d2d91949,1080x720,66,7b98f45a21ea9dc5563a50426cfbec2f556e2659dd3225f5a56c1cb574c4bf8d,True,OK,0,"(68, 2)",True,True,1686233,0.0021,float32,0.0072,2207872,1.309352,2207744,True,1,0,37,79,0,"(11, 224, 224)","[6.461, -2.488, -1.369]",20.256536,SPEC_SECTION_4_SCRFD,322276f887a2f5f13be74501e07b681aabf1fc287c194c3a3de03d5394201754,True,DETECTED,0.70,OK,Live/Live_873.mp4
OK,Paper,"[1106.423, 229.455, 1455.16, 733.139]",630x630,"[966, 166, 1596, 796]",630,"[966, 166, 1596, 796]",False,siwmv2,0.881039,512,1.00000000,,189d2aaa34345eed4e9d05c5b9f350d4858a2fb3aa71ccae4483b33635a2d0c6,1080x1920,3,5f66dad1cb19940344f72fd8b111c9ee79d8ebfa26f8408b9b170c9ae7e1c183,True,OK,1,"(68, 2)",True,True,1670406,0.0022,float32,0.0066,2207872,1.321758,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-2.628, 12.428, 1.048]",18.682419,SPEC_SECTION_4_SCRFD,354686a3b2df532c384846c88fb3e9c402717bd666b676736515257fd2d53824,True,DETECTED,0.73,OK,Spoof/Paper/Paper_12.mov
OK,Replay,"[643.003, 136.747, 1223.9, 918.972]",978x978,"[444, 39, 1422, 1017]",978,"[444, 39, 1422, 1017]",False,siwmv2,0.839587,512,1.00000000,,c5db886cc61257fd55ef3715ae9a1036257d776dde552c671f40a7be09914717,1080x1920,19,4f944626ab7881b9ae7421903da4cd008b4f8becaee85cb0c7f9669c7330232a,True,OK,1,"(68, 2)",True,True,1678495,0.0021,float32,0.0076,2207872,1.315388,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-0.195, 4.638, -4.281]",20.829767,SPEC_SECTION_4_SCRFD,6a9be8e060bab7f458f31fb693ad62854ee4de3702aacc681539ad0d03d2cd34,True,DETECTED,0.77,OK,Spoof/Replay/Replay_57.mov
OK,,"[681.893, 407.643, 965.09, 806.035]",498x498,"[574, 358, 1072, 856]",498,"[574, 358, 1072, 856]",False,siwmv2,0.891394,512,1.00000000,,43b82981ad6e615becd3c66e5441706d68b988cde4b4b4967a8700b8b49bed5d,1080x1920,188,e054453b7eb19ba401204161a98d8070ffadb7db0394a9d94013638af556388d,True,OK,0,"(68, 2)",True,True,1685868,0.0022,float32,0.0072,2207872,1.309635,2207744,True,1,0,0,0,0,"(11, 224, 224)","[-1.091, 32.71, -4.273]",13.327750,SPEC_SECTION_4_SCRFD,765f88128472b55b13b7691a3f79376467b5880c1e8bfb8181adff760372cf4f,True,DETECTED,1.25,OK,Live/Live_85.mov
OK,,"[957.853, 502.264, 1501.166, 1106.13]",755x755,"[852, 427, 1607, 1182]",755,"[852, 427, 1607, 1080]",True,siwmv2,0.640992,512,1.00000000,,41f8e4802eedf20c357d0228b1dd646a1b635439b8b15c932a56ca54ff3909a8,1080x1920,79,d8a3955bd48c59e983dcdb806f86f72144b27599c05d0ca058b44d7d2b990907,True,OK,0,"(68, 2)",True,True,1676852,0.0021,float32,0.0079,2207872,1.316677,2207744,True,1,102,0,0,0,"(11, 224, 224)","[-21.476, -13.421, 6.155]",19.177366,SPEC_SECTION_4_SCRFD,8783c1c15d7a894490e1e48816828cba2e8e9f8e3c556c10ac0eecbbf63d5fe4,True,DETECTED,0.78,OK,Live/Live_192.avi
OK,Mask_TransparentMask,"[885.216, 430.492, 1183.623, 815.086]",481x481,"[794, 382, 1275, 863]",481,"[794, 382, 1275, 863]",False,siwmv2,0.885656,512,1.00000000,,0f6340dd55c6bb1dc8d954a268bc54cdd31661cc03ab001178a4e7979d950ae2,1080x1920,134,7774c04099c435b7aab9b719c20f3ef5f07ec2ee0736d7e1ca810105562701e9,True,OK,1,"(68, 2)",True,True,1679740,0.0022,float32,0.0071,2207872,1.314413,2207744,True,1,0,0,0,0,"(11, 224, 224)","[4.944, 13.848, -4.403]",17.897261,SPEC_SECTION_4_SCRFD,c7a153f16b7102c31a8de12f53beb548d632037c1e512e600f7b151d4acd3fbf,True,DETECTED,1.09,OK,Spoof/Mask_TransparentMask/Mask_Trans_46.mov
OK,Makeup_Impersonation,"[430.93, 78.744, 693.48, 437.459]",448x448,"[338, 34, 786, 482]",448,"[338, 34, 786, 482]",False,siwmv2,0.914333,512,1.00000000,,3e8d95faf08eb44e73f4a19336702ee07970f6c02f675ab799d18c8040d811c6,720x1280,131,873a13c1291b80ed988976f092e19eafdcfdf041bf1baab7e79d1ba7862b6612,True,OK,1,"(68, 2)",True,True,1688500,0.0021,float32,0.0073,2207872,1.307594,2207744,True,1,0,0,0,0,"(11, 224, 224)","[9.279, 0.712, 19.378]",14.994402,SPEC_SECTION_4_SCRFD,f04496d8d040eb680859c7e574e73a438cfbee25d8fcb4560f973b0e9b10f3ef,True,DETECTED,0.88,OK,Spoof/Makeup_Impersonation/Makeup_Im_58.mov
