protocol_file,referenced_name,local_present,attack_type,references_in_file,classification,notes
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Co_8,YES,Makeup_Cosmetic,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_1,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_10,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_11,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_12,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_13,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_14,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_15,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_16,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_17,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_18,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_19,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_2,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_20,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_21,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_22,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_23,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_24,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_25,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_26,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_27,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_28,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_29,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_3,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_30,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_31,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_32,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_33,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_34,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_35,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_36,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_37,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_38,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_39,YES,Makeup_Impersonation,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_4,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_5,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_6,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_7,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_8,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Im_9,YES,Makeup_Impersonation,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_10,YES,Makeup_Obfuscation,9,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_11,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_12,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_13,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_14,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_19,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_20,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_21,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_22,YES,Makeup_Obfuscation,8,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_5,YES,Makeup_Obfuscation,9,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_7,YES,Makeup_Obfuscation,9,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Makeup_Ob_9,YES,Makeup_Obfuscation,9,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_13,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_15,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_16,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_17,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_19,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_2,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_20,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_21,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_22,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_23,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_24,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_26,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_29,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_30,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_34,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_35,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_36,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_37,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_38,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_39,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_41,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_42,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_43,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_44,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_45,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_46,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_47,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_48,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_49,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_5,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_51,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_52,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_53,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_54,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_55,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_57,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_58,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_59,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_6,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_60,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_61,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_62,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_63,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_64,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_65,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_66,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_67,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_68,YES,Mask_HalfMask,2,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_69,YES,Mask_HalfMask,1,PRESENT,
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_70,YES,Mask_HalfMask,1,PRESENT,
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_71,YES,Mask_HalfMask,1,PRESENT,
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Half_72,YES,Mask_HalfMask,1,PRESENT,
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_1,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_10,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_12,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_16,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_17,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_18,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_19,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_2,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_20,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_21,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_22,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_23,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_24,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_27,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_29,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_3,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_31,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_34,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_35,YES,Mannequin,4,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
source_SiW_Mv2/pro_3_text/trainlist_all.txt,Mask_Mann_36,YES,Mannequin,3,DUPLICATE_PROTOCOL_REFERENCE,repeated for live/spoof balancing (official README)
