path,size_bytes,sha256
frozen_config_snapshot/configs/frozen/data_v1.yaml,5222,7227c1bd589a29750495971899f0caf685976585d8610dbcbdeb77a730902885
frozen_config_snapshot/configs/frozen/dataset_protocol_policy_v1.yaml,8190,e928eded918395f56d98f7a325fcc2650535fda895d4d3305ba0212253159eca
frozen_config_snapshot/configs/frozen/downstream_resnet18.yaml,782,f117c57380404bccfdc42370290c4bd2141b69346d3ee3f044d020f8b90a447b
frozen_config_snapshot/configs/frozen/preprocess_v1.yaml,8524,265b75755ecede0d9c01f6d1e22f4d232767ec1e15faf8d7d55de11a68996e9e
frozen_config_snapshot/configs/methods/gpat_b0.yaml,1139,0a268d2c9d1914a9e687d08cdfb96d5bf793eaa22559476b8e68d3cf58035d6a
frozen_config_snapshot/history/attack_map_v1.rev1_ce12a58.yaml,5577,ca8791ac3f9111568fc66302fefd1a38cbdf74f79925409ebb64dae65bb5f3b1
frozen_config_snapshot/history/data_v1.rev1_ce12a58.yaml,4991,a22eeeecf73f595731f9ed06368089ec5795c17c103f26ef93f8887d363cb9d8
gpatbench/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
gpatbench/audit/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
gpatbench/audit/ledger.py,4172,e770fc93a220f88763a120337a8c94eece5eaa4e510068d656e5e4e8b9ea6fe8
gpatbench/cli.py,2010,57c37da9ba9e71f451ed7af8a80f902ed0b9027a8f239a10d48359227ef58934
gpatbench/data/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
gpatbench/data/base.py,4157,a81a6f26f4e687dbb9e934d2fa15654da86710fe3342f67b4988f4ea2c8610ed
gpatbench/data/casia_fasd.py,4843,b861ebc3c9e5c9270fa808ce37aa00ce98dc7269ade4eab897dfe6f1584033be
gpatbench/data/frames.py,5428,2bde229d785ff3e4bd2376ab99e747228d0f6b3a11566eab40f1349cd2458991
gpatbench/data/inventory.py,27947,3a07c3ae893b08e39bd3ea6c52c16a2fd6951006fb8df4be168bbbdfc2b46d41
gpatbench/data/msu_mfsd.py,4010,255085b33eceed672f8c16e1dad2b4ec6dd97aa13ca5e4a97bdb07ef64c69427
gpatbench/data/report.py,13021,c4c5b928c71505732322f6cbd880d96e753f783dfc1e7d6d10cc3bb841a86052
gpatbench/data/siwmv2.py,2556,c4096ec1f30a2723f6a4226de6c2b42cc8f749f7a8d04c66729941ab58f82b0f
gpatbench/preprocess/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
gpatbench/preprocess/aux_models.py,10036,3f4666074fac49691c3fca804b61f6c25ab33cf0aa5af25c078d07b24a590a7f
gpatbench/preprocess/contracts.py,7964,fab81c0312d373187409d3d281151767d3e70d8cb00ed071a104ef42c4f4904b
gpatbench/preprocess/frames.py,2031,fdfab05e0d76b93ab87f9c1e2454581c0787aa894f6bd148f4f17ea43a2254f2
gpatbench/preprocess/logit_store.py,10707,14d8f02ab999b6c62db7b640f2e6b792af641a1c2601f32a312cb2111516334c
gpatbench/preprocess/scrfd.py,6783,40585889a18fd4b023e2afa535dc2d4e747cae2ae4b889ab01aff32131c03c29
manifests/inventory.parquet,1249609,f3a882c91eb3de808ded61e92f2bf20a6b611d21669420f1e1a64e244a979173
manifests/inventory_videos.parquet,129269,35c49c4d7afedad3b6905436baf4bcdf57c6c638c2113b7ef0a4bce61a5d255a
manifests/raw_file_index.parquet,5856103,e3c9f5978c208ca7a0fad68704730df088b87927775e3967d355a686bf99ed8b
models/registry.yaml,12848,416498e0a169e247500b5073757f512de0a21d61d06c2ee729d1d24fbcde1e3f
outputs/audit/CASIA_CONTROLLED_ADAPTATION_PROPOSAL.md,5120,0b6fdd1bb3e997511f6d567fa1650f6cc3d10f93d2918a2ee9d93a647f58443d
outputs/audit/CASIA_RESIZE_FREQUENCY_AUDIT.csv,1539123,7d8334754b88b0527226bc9ecef97b5f2a9edcaee0404f39d20c4bd3abdf4366
outputs/audit/CASIA_RESIZE_FREQUENCY_AUDIT.md,3052,d6298423e588a1ddebb3e90f1322479861a0d2864c9f01aa20600e4544111322
outputs/audit/CASIA_SOURCE_AUDIT.md,3259,af2e1beea096d1e845c8691d9c971a81f0803f18e3ce0fd376da0b7b12da25b4
outputs/audit/CLAIM_EVIDENCE_MAP.csv,6675,eedb6aa236f6e78d3ea81e48dea18cceb788fde433c4b562eeeac9abef8cf5ba
outputs/audit/CONFIG_REVISION_LOG.md,15098,169e84aab43f7a11ff1f9f70aa07f8c6ebe0a22802c955b6b6adc23413b8e162
outputs/audit/DATASET_PROTOCOL_DECISIONS.md,5531,4dfd370212921af5e90a0b346fc328422f483795e1165ee6ddf8067bf94e0e6e
outputs/audit/DATASET_READINESS_MATRIX.csv,1449,3d873f636498ee1784a8c9f70f8a77098c966907279e8431b7382614dd483373
outputs/audit/DATASET_RESOLUTION_REPORT.md,5155,b3d4fa6ce544d57b65accf9b1621758e4d7c5138f29da8666f3c37daabc93e2f
outputs/audit/DECODER_INDEX_AUDIT.md,6038,8f941e0b348a0726a1b39e8adc6a063f507014bfd6ba053654dd173a100d4fc0
outputs/audit/EXECUTION_FLOW.md,18021,107d8fed670c8a74696b3f52e58ceab76f883988aabb1e300a04992d675e90df
outputs/audit/GPU_CONNECTIVITY_AUDIT.md,1564,fb55ef8b6b75d37ef9249d013029b9697346501eef5940bc646be01131e44901
outputs/audit/LAPTOP_ENVIRONMENT_AUDIT.md,3738,a0918c94f1368b983433a69f9d2d71e3c14f9c3c2118564842d2600aece05b0d
outputs/audit/M1_DATASET_EVIDENCE.md,9522,09ce0f291a961655e516820dc934d377acc3b31fa15f644705decf109a3d277d
outputs/audit/M2A_AUX_MODEL_RESOLUTION.md,10100,ccbfb7fd4c016d099720f1e6fa3ed0d90d90fe6dcea9e38e2a3a0c98d9195bbc
outputs/audit/M2A_BORDER_CASES.csv,1147,5efca15cbcdd516b333a7ce6d8c9d3cdc0758cf863acff855f48b781c2754a83
outputs/audit/M2A_COMPRESSION_PILOT.csv,13446,0e1d17de466000561d24c3aa0ec5257a399d43b7d12315dd4d0c716178620867
outputs/audit/M2A_COMPRESSION_PILOT.json,2490,b5e78f47de7fa1c954cecd1c3059ab483ec4671c2b741374c732af6b817a6027
outputs/audit/M2A_COMPRESSION_PILOT.md,3549,06fe72b4edd8b392a5c5982cdf6dbc3b3f0e4975923cb2a7334f2252f83a2de1
outputs/audit/M2A_CONTRACT_CHANGE_IMPACT.json,1548,bc58dd951d1e83adf29ec28eb95904ac53257dd03dad53d7702b29f00d4b41db
outputs/audit/M2A_DETERMINISM_COMPARE.json,143,89836b3cb4e6b91cf061d094a56dd62cd8dfd8a6465b8dcb072a3b20f7b08297
outputs/audit/M2A_DETERMINISM_REPORT.md,2347,fab7f3a332ce19d1c1b340b60d1f8488ced342c9c5d1dcbbf3e6ddeeb993eb80
outputs/audit/M2A_ENVIRONMENT_REPORT.md,2287,3be47ba837cc6ebb91c91fabc7e23c57287d644a3d92ac5208214fb7cd1b1872
outputs/audit/M2A_MODEL_PROVENANCE.csv,7125,2635752d0fe3030729ea49d19d32166695448e2096c29751c5de2b34546113f0
outputs/audit/M2A_OFFICIAL_VERIFICATION.json,4364,53965a6132373b6a19500c1813f2f1af19b5d09d4614c84c2b5e7021def98532
outputs/audit/M2A_OWNER_DECISIONS.md,12037,ffc6943e8b9614792cc551b7047f254564d6b8fb9e5c3ea914c38b79ffdc5c56
outputs/audit/M2A_PREPROCESS_CONTRACT.md,7285,d3c175978e725ba918c516830b51bb2d193481535581e13f41c4d16557b0d90d
outputs/audit/M2A_SMOKE_MANIFEST.csv,9556,138f5929f81313069e4a4cb74c4ed54e4957432fe9ebc93cc52fdd14100dbce7
outputs/audit/M2A_SMOKE_REPORT.md,7854,a7a89ef3051ba26635525da4cb0bfd384adaa123f32dd5c7575495fb2d31f18b
outputs/audit/M2A_SMOKE_RESULTS.csv,13711,7eaea57052112553f0541eac5d329751a4af022d00f23ce80e2d16bc77457996
outputs/audit/M2A_SMOKE_SUMMARY.json,1261,8028532cfe8070f3c269a29324cf732bb2bb9cf10aff8e07af5337253d7de518
outputs/audit/M2B_STORAGE_PREFLIGHT.json,12620,cfb4447a2fc5c5034f777b7a6ddf84e194814735b53c676b44d15a87b3f48a3f
outputs/audit/M2B_STORAGE_PREFLIGHT.md,8687,7a22c29c101d496276457d68ce8a4b0f746bcfe59a0d59887c8ac6637216b7b4
outputs/audit/PRISM_REUSE_AUDIT.md,7846,b80da74d392e6c0af4a3b16eeb322d30a2202d4b8ef5d50aa7e21f098a276f88
outputs/audit/SIW_DUPLICATE_VIDEO_AUDIT.csv,2436,22c4e4f3c2c697a396dff29d691b3c17b081998db82537f5bee7c0dbc70bb491
outputs/audit/SIW_DUPLICATE_VIDEO_AUDIT.md,2119,351d3475b8842abd4d6374935866c0c545d6aabc798247e4f7ef147f1b0816c3
outputs/audit/SIW_PROTOCOL_COVERAGE_AUDIT.csv,381220,1bb96d66fddacd25cebf8100d93f7c84bf349ea81f983dca9df6309a3ff1e6c4
outputs/audit/SIW_PROTOCOL_COVERAGE_AUDIT.md,1397,7f9c17903212119919eacac20850160c79cf1374c6e7b0801064f923ebd5de7b
outputs/audit/SIW_PROTOCOL_NAME_SEMANTICS.md,4288,fb1537ce7fb63de2123fceaaeb541811111d1d915d8e534c92110c04edf45dc7
outputs/audit/SPEC_PROVENANCE.md,4059,2b8ff8568351e8bf93140cc16d18eea0c63d21521c20d5238a4f2cfb6d645b16
outputs/audit/STAGE_STATE.json,11001,7b43403ceba0f892e057d73ed12c30d6a5cc62cb4ca22b203919e4fd6d333d76
outputs/audit/TOOLING_INVENTORY.md,1744,70a2b6f55cb90a3058738908c9624dcbf675a03fc762f324d63a0d12824f8b2c
outputs/audit/casia_source_audit.json,1581,a38edae2deaf2054fb27f37964ff71e24bada69f42278afd94d574f178edd7ca
outputs/audit/dataset_archive_crosscheck.csv,339,939a5b56c88dcb6f317e3595bf9d1d07ca332b9e071a10bef90f08ada1522de1
outputs/audit/dataset_attack_coverage.csv,1372,cfacc92e1a849f18bbc2b468377d029e44a2946c96d715cf5b29eec30b86001b
outputs/audit/dataset_duplicate_hashes.csv,1100,5a165393190d002063e8a813b822755abb1152b3c780f9db33ab7be7ac0f67c5
outputs/audit/dataset_integrity_issues.csv,33135,d591b6beb539c572183542a2f9bd2638e2d5029dbd0865a00bbaf6a3f5fb76b9
outputs/audit/dataset_inventory_summary.csv,1134,46c4c969cd5375cf0db7ecdeb996498cdd2f78aa3243c2279025c1d2e4222591
outputs/audit/dataset_policy_sanity.json,3310,23125b0a0f78dd8c31378a76e3c1afce66b267dfeb21cf016b421bba6a7ce995
outputs/audit/dataset_report.html,17138,cb19fd093f9c4bfadb12222c9d3eb10cfc37ba1d547675cba763349cf216ebe8
outputs/audit/decoder_index_audit.csv,6539,37d74ca2412b28724b22c2d059e666da92582ffe7471d8fa4cd2e741da7883ca
outputs/audit/decoder_index_global.csv,183753,572916fd94ea15165d9295e0dfaf775d74e9b59d0e081888fbf19a1bb5722b0c
outputs/audit/deviation_report.md,36395,e6d3b2c5e0d95d8806b5125621f9074d16e187cf5ebb1502a2c09d75acd12449
outputs/audit/m1_inventory_facts.json,1672,c2290384bbbd13d1b4f3b6d3f6dc95a9f9327a8ea02d0ebdb7335542a554b75b
outputs/audit/m1_inventory_run.json,1942,aadd6aa25831e99125a61ad0d2020be2f277764ca23baa44725fdec5844a9102
outputs/audit/siw_content_groups.csv,315461,a19c0d69ab45caca698e1c24d6031117bb7d1ccb180f0dd4735d46b3c9f537e3
outputs/audit/siw_subject_mapping_candidate.csv,544593,a50bb8c9058d42f3c6112f90b716fad403611557707621d1eeacc4041bd1a46f
outputs/audit/siw_subject_recovery/ADAFACE_AUDIT_STATUS.md,2180,f1ac4cee861b7b8d59c3c6b8b99be8e91fc98792a3501046dafcac7c4f6ff151
outputs/audit/siw_subject_recovery/official_repo_manifest.json,2818,bc39655d700965eaf41e578c3086a2c9787091850ad708ba01f6442c095d8fec
outputs/audit/unmapped_attack_tokens.csv,110,c9c029bbab702474b508c2a054cf9159de7bfeca777cc03f3ba7b70be7ef11ce
tests/m1_fixtures.py,3845,83ce17aba7754d89d59e5847b02a9b4bfe6849e25c51ee4b84dda5477c466186
tests/test_dataset_policy.py,11334,96a31852f92d478529524628ebe455e375b9bdcdc772ab1d83669b169a090f19
tests/test_dataset_resolution.py,10644,ebf95fb925c7faa80a389b27c36c08e2dc0d7c3f680785764579db49c5423f2c
tests/test_m0_bootstrap.py,8954,98eff5ee6a8abe05fb96dbac209d0d4ed4fba00544dc10f7c45c897c91e4d87e
tests/test_m1_artifacts.py,6172,0f2d4eb829fb8b0bbc451c55bfe1664835f9b37898e640404796ac3a1a120800
tests/test_m1_inventory.py,15155,095cfa35037a436f8b157bf628a5521163b159f6cd49cef7277ddc112853ef61
tests/test_m2a_preprocess.py,35139,83b572dd27c673003f1cb31cb93f5a5bbeb0a3612c305f4bd7ee15fed8614352
tests/test_m2b_preflight.py,13359,9479b0e4ae4bf9ec4fe997a76873f05a8cbe66a29377f784fdda154533b6fd76
third_party/registry.yaml,11183,5b10d13e7d2bcd13b0308d7601ef0e2272ce64f9006f6fc7f3ba7af7b182ef3f
tools/audit_casia_resize.py,5068,a432cff544b2d439871fd439b41676967f7ee4f5c3ddaaecaa318122ec96d155
tools/audit_casia_source.py,4651,843e18cf082efcc05de1360201006dcd865ae0f79dbdf69a6c22e2104a2ca081
tools/audit_dataset_policy.py,6903,a3c1ae19f48ebac7a4459a6b1bc41145ee4fdd8936a4bab9805173de3e6d5ae8
tools/audit_decoder_index.py,12700,f2dd1a64ccaca04b00fb574a8716f61c7aadbea8331c7a3ed58ec9655b4b4151
tools/audit_siw_resolution.py,7546,41ee3338c87df31a541f465afc2479c58bd6730d3789304c21bf3fe6add0e252
tools/build_artifact_index.py,1950,e1496b1502f1a6145d7ba23f9104703df9b65fc049a4ccd0b42f23d4864b73af
tools/capture_laptop_env.sh,2147,164f201b72bfc296c8fc429c9f832ce9fe4d4809d36cb4c7201adb97c2c00dd5
tools/docx_extract.py,1596,485f2810b7939355f4b51713056a0abc88321224f0b477cef4196777cba28a3f
tools/extract_spec_yaml.py,915,94c35a8c24e691d4ba7eae5d5e654909c0ab00852e18f1d0b58cb24df8585265
tools/ledger_rich.py,3741,2fff54fd5e8c3524343edd7abd41e9c58c957d1c4f7fd11bf5ac8ea1bba952d0
tools/m2a_collect_evidence.py,5901,a3043a667e38c683c33f20025ba6163afcf898aeb422bfa43e887b28f73b5bf7
tools/m2a_compression_pilot.py,4825,78dffc3a30fbd5b223fe77e80573813946eb7be039458b9b403d81e38ec046ff
tools/m2a_contract_impact.py,3258,5e5ed4118d427cc83b6b6b5ff5886fe1c73c0cb413b3442ca78c4443df6a3e92
tools/m2a_smoke.py,13369,3a8fc18f043868140a4b384d1c6fb4ae0d6c2ae67b86547a8f07b99fddabb2bb
tools/m2a_verify_official.py,7507,0fa8927b83e4cb2b8b6c1e47c7398c8ddb021a11505435245f6b635e448fd195
tools/m2b_storage_preflight.py,28205,f6e4dfd932bffc0b056a619e15519e3e53d1f4ab7312189d1a2720cdefc47c6b
