sample_id,level,raw_float32_bytes,npy_bytes,compressed_bytes,ratio,encode_s,decode_s,array_equal,npy_bytes_equal,raw_bytes_equal,deterministic_repeat
998a8c4e684b8f850cfeca113028a60a66890ffe66de23405619a05794304b93,1,2207744,2207872,1690176,1.306297,0.000964,0.002075,True,True,True,True
998a8c4e684b8f850cfeca113028a60a66890ffe66de23405619a05794304b93,3,2207744,2207872,1689447,1.306861,0.001244,0.002030,True,True,True,True
998a8c4e684b8f850cfeca113028a60a66890ffe66de23405619a05794304b93,10,2207744,2207872,1684221,1.310916,0.006060,0.002115,True,True,True,True
998a8c4e684b8f850cfeca113028a60a66890ffe66de23405619a05794304b93,19,2207744,2207872,1666671,1.324720,0.210395,0.002334,True,True,True,True
a5161bc2d2db5d5ffab4240838816e14c73b941631fb645f12527db06ae0b592,1,2207744,2207872,1677668,1.316036,0.001221,0.002594,True,True,True,True
a5161bc2d2db5d5ffab4240838816e14c73b941631fb645f12527db06ae0b592,3,2207744,2207872,1671325,1.321031,0.001279,0.002309,True,True,True,True
a5161bc2d2db5d5ffab4240838816e14c73b941631fb645f12527db06ae0b592,10,2207744,2207872,1674323,1.318666,0.006411,0.002264,True,True,True,True
a5161bc2d2db5d5ffab4240838816e14c73b941631fb645f12527db06ae0b592,19,2207744,2207872,1654384,1.334558,0.226320,0.002503,True,True,True,True
aade9e2d28d824d625b3b64deb29b95706d6ec00943ed8d3179ef977d73bf507,1,2207744,2207872,1699811,1.298893,0.001042,0.002109,True,True,True,True
aade9e2d28d824d625b3b64deb29b95706d6ec00943ed8d3179ef977d73bf507,3,2207744,2207872,1698366,1.299998,0.001477,0.002064,True,True,True,True
aade9e2d28d824d625b3b64deb29b95706d6ec00943ed8d3179ef977d73bf507,10,2207744,2207872,1692301,1.304657,0.006840,0.002052,True,True,True,True
aade9e2d28d824d625b3b64deb29b95706d6ec00943ed8d3179ef977d73bf507,19,2207744,2207872,1678876,1.315089,0.243561,0.002321,True,True,True,True
b0bf34e36d907f90ebe4913bc7a0901ccea364990911fba554f8ed25806418ee,1,2207744,2207872,1691472,1.305296,0.000977,0.002168,True,True,True,True
b0bf34e36d907f90ebe4913bc7a0901ccea364990911fba554f8ed25806418ee,3,2207744,2207872,1684860,1.310419,0.001149,0.002210,True,True,True,True
b0bf34e36d907f90ebe4913bc7a0901ccea364990911fba554f8ed25806418ee,10,2207744,2207872,1684441,1.310745,0.006225,0.002119,True,True,True,True
b0bf34e36d907f90ebe4913bc7a0901ccea364990911fba554f8ed25806418ee,19,2207744,2207872,1671202,1.321128,0.225538,0.002411,True,True,True,True
b55a4ddf130398f0a5806fa38194f37f6d9eb2831b4637da1b3ae9dbe1d08b1f,1,2207744,2207872,1683599,1.311400,0.001023,0.002224,True,True,True,True
b55a4ddf130398f0a5806fa38194f37f6d9eb2831b4637da1b3ae9dbe1d08b1f,3,2207744,2207872,1676908,1.316633,0.001535,0.002194,True,True,True,True
b55a4ddf130398f0a5806fa38194f37f6d9eb2831b4637da1b3ae9dbe1d08b1f,10,2207744,2207872,1677671,1.316034,0.006362,0.002163,True,True,True,True
b55a4ddf130398f0a5806fa38194f37f6d9eb2831b4637da1b3ae9dbe1d08b1f,19,2207744,2207872,1659235,1.330657,0.208593,0.002529,True,True,True,True
bd38e3bc800075da766b24944333ad77902590860ded1a419329fdc57a2ee510,1,2207744,2207872,1687067,1.308704,0.000966,0.002161,True,True,True,True
bd38e3bc800075da766b24944333ad77902590860ded1a419329fdc57a2ee510,3,2207744,2207872,1681248,1.313234,0.001156,0.002212,True,True,True,True
bd38e3bc800075da766b24944333ad77902590860ded1a419329fdc57a2ee510,10,2207744,2207872,1682469,1.312281,0.006410,0.002107,True,True,True,True
bd38e3bc800075da766b24944333ad77902590860ded1a419329fdc57a2ee510,19,2207744,2207872,1666164,1.325123,0.230869,0.002472,True,True,True,True
c7a153f16b7102c31a8de12f53beb548d632037c1e512e600f7b151d4acd3fbf,1,2207744,2207872,1685804,1.309685,0.000914,0.002155,True,True,True,True
c7a153f16b7102c31a8de12f53beb548d632037c1e512e600f7b151d4acd3fbf,3,2207744,2207872,1670764,1.321474,0.001744,0.002316,True,True,True,True
c7a153f16b7102c31a8de12f53beb548d632037c1e512e600f7b151d4acd3fbf,10,2207744,2207872,1679740,1.314413,0.006036,0.002131,True,True,True,True
c7a153f16b7102c31a8de12f53beb548d632037c1e512e600f7b151d4acd3fbf,19,2207744,2207872,1666221,1.325078,0.210460,0.002409,True,True,True,True
d16bdd7eed5da7a31706a4fdbfd32b9ec4ea5afc1821ea2fe7b25c52c1251ae7,1,2207744,2207872,1701121,1.297892,0.000982,0.002104,True,True,True,True
d16bdd7eed5da7a31706a4fdbfd32b9ec4ea5afc1821ea2fe7b25c52c1251ae7,3,2207744,2207872,1700942,1.298029,0.001169,0.002144,True,True,True,True
d16bdd7eed5da7a31706a4fdbfd32b9ec4ea5afc1821ea2fe7b25c52c1251ae7,10,2207744,2207872,1693141,1.304010,0.007764,0.002077,True,True,True,True
d16bdd7eed5da7a31706a4fdbfd32b9ec4ea5afc1821ea2fe7b25c52c1251ae7,19,2207744,2207872,1682748,1.312063,0.251286,0.002236,True,True,True,True
f04496d8d040eb680859c7e574e73a438cfbee25d8fcb4560f973b0e9b10f3ef,1,2207744,2207872,1696136,1.301707,0.000933,0.002087,True,True,True,True
f04496d8d040eb680859c7e574e73a438cfbee25d8fcb4560f973b0e9b10f3ef,3,2207744,2207872,1695357,1.302305,0.001339,0.002062,True,True,True,True
f04496d8d040eb680859c7e574e73a438cfbee25d8fcb4560f973b0e9b10f3ef,10,2207744,2207872,1688500,1.307594,0.006422,0.002024,True,True,True,True
f04496d8d040eb680859c7e574e73a438cfbee25d8fcb4560f973b0e9b10f3ef,19,2207744,2207872,1677467,1.316194,0.224610,0.002353,True,True,True,True
f6bdb5ad92f63dfd7704161504a17a7dba6560889c0e43a96512043fd8ad81ac,1,2207744,2207872,1686780,1.308927,0.000959,0.002194,True,True,True,True
f6bdb5ad92f63dfd7704161504a17a7dba6560889c0e43a96512043fd8ad81ac,3,2207744,2207872,1681769,1.312827,0.001213,0.002187,True,True,True,True
f6bdb5ad92f63dfd7704161504a17a7dba6560889c0e43a96512043fd8ad81ac,10,2207744,2207872,1682275,1.312432,0.006427,0.002135,True,True,True,True
f6bdb5ad92f63dfd7704161504a17a7dba6560889c0e43a96512043fd8ad81ac,19,2207744,2207872,1671251,1.321089,0.211741,0.002316,True,True,True,True
f747a0e0b937e6b14fc1f9a14619fc47da50562c8e8e9018640dfa375acfc4c2,1,2207744,2207872,1695370,1.302295,0.001033,0.002217,True,True,True,True
f747a0e0b937e6b14fc1f9a14619fc47da50562c8e8e9018640dfa375acfc4c2,3,2207744,2207872,1686743,1.308956,0.001627,0.002243,True,True,True,True
f747a0e0b937e6b14fc1f9a14619fc47da50562c8e8e9018640dfa375acfc4c2,10,2207744,2207872,1687952,1.308018,0.006741,0.002112,True,True,True,True
f747a0e0b937e6b14fc1f9a14619fc47da50562c8e8e9018640dfa375acfc4c2,19,2207744,2207872,1674827,1.318269,0.216020,0.002388,True,True,True,True
fdab1dc9badb3be8729da7fbf7c4a910d7b934e605d6aa7ddd33222c0b3cd8c4,1,2207744,2207872,1698529,1.299873,0.001038,0.002194,True,True,True,True
fdab1dc9badb3be8729da7fbf7c4a910d7b934e605d6aa7ddd33222c0b3cd8c4,3,2207744,2207872,1698270,1.300071,0.001059,0.002157,True,True,True,True
fdab1dc9badb3be8729da7fbf7c4a910d7b934e605d6aa7ddd33222c0b3cd8c4,10,2207744,2207872,1691014,1.305650,0.007138,0.002139,True,True,True,True
fdab1dc9badb3be8729da7fbf7c4a910d7b934e605d6aa7ddd33222c0b3cd8c4,19,2207744,2207872,1674232,1.318737,0.236477,0.002351,True,True,True,True
